sentence1	sentence2	gold_label
Three men discuss business over beers at a bar attempting to get away from their wives. 	They are waiting for their wives to call.	contradiction
A boy and girl are swimming together, one is holding a plate of desserts.	The children are swimming in the pool.	entailment
A boy and girl are in the pool, one is holding a plate of desserts.	The children are swimming in the pool.	neutral
A black male is standing by himself inside with two people  in the background; The man is wearing a black argyle sweater with blue, green, and white on it with a shirt hanging out under, blue jeans and blank canvas looking shoes.	The people are all eating cafeteria food at the tables in the building.	neutral
A black male is standing by himself eating while two other people are also eating cafeteria food at the tables in the building; The man is wearing a black argyle sweater with blue, green, and white on it with a shirt hanging out under, blue jeans and blank canvas looking shoes.	The people are all eating cafeteria food at the tables in the building.	entailment
A black singer sings solo during a concert. 	The leader of a band is singing while while his band plays behind him during a concert.	contradiction
A black singer plays guitar and sings while another member plays guitar.  	The leader of a band is singing while while his band plays behind him during a concert.	entailment
A little boy sitting in front of a store in a new  neighborhood.	A boy sitting in front of a store in an old neighborhood.	contradiction
A little boy sitting in a somewhat run down neighborhood.	A boy sitting in front of a store in an old neighborhood.	neutral
A group of five children push and pull a swing while two other children ride atop.	The kids are playing on the swings	entailment
A group of five people push and pull a swing while two other children ride atop.	The kids are playing on the swings	neutral
A view of a park at dusk with large skyscrapers in the background.	it is sunny outside	contradiction
A view of a nature during the daytime with large skyscrapers in the background.	it is sunny outside	entailment
A dog in midair while a girl watches from the side.	A dog is playing catch.	neutral
A dog running while a girl watches from the side.	A dog is playing catch.	contradiction
A child has fun with a blender in the kitchen.	A child uses a blender.	neutral
A child has fun with a knife in the kitchen.	A child has fun with appliances in the kitchen.	contradiction
A man in a string bathing suit with a woman on a boardwalk on a foggy day.	A swimsuit model poses for a male photographer in the fog.	contradiction
A woman in a string bathing suit poses for a man taking pictures on a boardwalk on a foggy day.	A swimsuit model poses for a male photographer in the fog.	entailment
Two boxers are fighting and the one in the blue shirt is attempting to block a punch.	Both boxers wore black pants.	neutral
Two boxers are fighting in black pants and the one in the blue shirt is attempting to block.	Both boxers wore black pants.	entailment
A man with a surprised look on his face holds a large portfolio that he thought he had lost.	a woman in a suit sits confidently	neutral
A woman with a calm look on her face wearing a suit holds a large portfolio that she thought she had lost.	a woman in a suit sits confidently	entailment
A man wearing a jacket taking a photograph.	A man wearing a jean jacket is taking a photo.	neutral
A man wearing a rain jacket taking a photograph.	A man wearing a jean jacket is taking a photo.	contradiction
A woman is attempting to lie on wood.	There is a woman who is up in a tree.	neutral
A man is attempting to lie on a bench.	There is a woman who is up in a tree.	contradiction
People working on hotdogs at a hotdog stand.	People are selling hotdogs.	entailment
People working on food at a food stand.	People are selling hotdogs.	neutral
Two children, one in a yellow shirt and the other in red rain boots, swim in the pool.	The children are swimming in the pool.	entailment
Two children, one in a yellow shirt and the other in red rain boots, are in the pool.	The children are swimming in the pool.	neutral
A man and three women are preparing a meal on a grill in the lawn. 	A group of people cooking inside	contradiction
A man and three women are preparing a meal of chicken and mashed potatoes. 	A group of people cooking inside	neutral
A greyhound is asleep.	The dog is sleeping on the coouch.	neutral
A greyhound is asleep on the couch.	The dog is sleeping on the coouch.	entailment
A man without a shirt is standing next to two other men in front of a large car.	Guys by a boat.	contradiction
A guy without a shirt is standing next to two other guys in front of a large boat.	Guys by a boat.	entailment
A man is singing into a microphone while band plays.	A band member is playing the drums.	neutral
A man is singing into a microphone while band member plays drums.	A band member is playing the drums.	entailment
A little girl is cutting her hair.	A girl makes paper snowflakes.	contradiction
A girl is cutting some paper into snowflakes. 	A girl makes paper snowflakes.	entailment
A man in an orange vest is facing away from the rising bus.	A man faces away from the bus.	entailment
A man in an orange vest is facing towards the camera rising on a bus.	A man faces away from the bus.	contradiction
Three silly children playing on swings in a small park, one little girl wearing pink has her stomach on the swing, a little boy wearing navy track pants and a yellow shirt is half on and half off the swing, and the last little boy is standing in front of the boy on the swing.	Silly humans playing	entailment
Three dogs playing on swings in a small park, one little pet wearing pink has her stomach on the swing, a little poodle wearing navy track pants and a yellow shirt is half on and half off the swing, and the last little collie is standing in front of the mutt on the swing.	Silly humans playing	contradiction
A group of children gathers together to watch friends in a school holiday play.	Some children are watching their friends perform in the holiday play.	entailment
A group of adults gathers together to watch a movie.	Some children are watching their friends perform in the holiday play.	contradiction
A woman in a light pink sweater near a lake.	A woman wearing pink is fishing.	neutral
A woman in a light yellow sweater dropping fish food into a lake.	A woman wearing pink is fishing.	contradiction
Two children, a boy in a blue shorts suit and a girl in a blue jumper, have a conversation in the hallway of a hotel.	Two children are inside a church.	contradiction
Two children, a boy in a blue shorts suit and a girl in a blue jumper, have a conversation in the hallway of a building.	Two children are inside a church.	neutral
A woman with dark hair who is wearing an orange bikini sits out on a wicker chair.	A woman with dark hair is laying outside.	contradiction
A woman with dark hair who is wearing an orange bikini lays on a wicker chair.	A woman with dark hair is laying outside.	neutral
Sand surrounds the feet of an adventurer, burrowing into an underground cave.	A person standing at a cave surrounded by rocks outdoors.	contradiction
Rocks surround the feet of a female adventurer, burrowing into an underground cave.	A person standing at a cave surrounded by rocks outdoors.	neutral
Three people, the one in the center has a bag, are sitting on a bench.	Three people cross a street.	contradiction
Three people, the one in the center has a bag, are near a busy street.	Three people cross a street.	neutral
A man with a helmet and a GPS is sitting on his moped at a crosswalk.	man uses phone on busy street	contradiction
A man with a helmet and an electronic device is sitting on his moped at a crosswalk.	man uses phone on busy street	neutral
A person covered in sludge is getting more of it.	Someone is washing up with water and soap.	contradiction
A person covered in soapy water.	Someone is washing up with water and soap.	neutral
A fireman standing on top of a vehicle.	A man stands on top of a truck.	neutral
A fireman sitting on top of a firetruck.	A man stands on top of a truck.	contradiction
A lady in black pants, white t-shirt with red writing across breast, doing a stretch exercise on top of a concrete sphere with an old building surrounding the sphere.	a lady does stretching exercises on top of a concrete sphere with a 18th century building surrounding the sphere	neutral
A lady in black pants, white t-shirt with red writing across breast, doing a comedy act on top of a concrete sphere with a 18th century building surrounding the sphere.	a lady does stretching exercises on top of a concrete sphere with a 18th century building surrounding the sphere	contradiction
A man jumping a bicycle over a path surrounded by trees.	A man jumping a bicycle over a dirt path surrounded by trees.	neutral
A man jumping a scooter over a dirt path surrounded by trees.	A man jumping a bicycle over a dirt path surrounded by trees.	contradiction
A man is holding a coconut.	The man is outdoors.	neutral
A man is in a room holding a coconut.	The man is outdoors.	contradiction
A small boy in a blue shirt splashes water in a baby pool in the bathroom.	A boy is outside.	contradiction
A small child in a blue shirt splashes water in a baby pool outside.	A boy is outside.	neutral
Two track and field sprinters are sitting side by side.	Two sprinters are taking a break and sit on a bench.	neutral
Two track and field sprinters are sitting side by side on a bench resting before the next race.	Two sprinters are taking a break and sit on a bench.	entailment
Someone is climbing vertically on a wall. 	a wall of ice is being climbed	neutral
Someone is rockclimbing vertically on a wall.	a wall of ice is being climbed	contradiction
Two people are sitting, and one women is standing by them.	The bench is empty	neutral
Two people are standing near an empty bench, and one women is standing by them.	The bench is empty	entailment
A tall man in a white shirt is fixing the tire of a crimson bike.	A tall human fixing	entailment
A baby in a white shirt is fixing the tire of a crimson bike.	A tall human fixing	contradiction
A tiny boy dressed in black is doing a skateboarding jump with a crowd watching.	A tall human in black.	contradiction
A towering boy dressed in black is doing a skateboarding jump with a crowd watching.	A tall human in black.	entailment
Two men are running far from one another and one man is accidentally touching the jacket of one of the first men.	There are two men running away from each other.	entailment
Two men are running around a desk and one man is accidentally touching the jacket of one of the first men.	There are two men running away from each other.	neutral
A city worker is inside the tub on the street in a black jacket near a Glasgow trashcan.	The man inside the hot tub.	neutral
A man is inside the hot tub on the street near a trashcan.	The man inside the hot tub.	entailment
A man watching a soccer game in a blue shirt and black shorts has an orange sun visor on his head.	The man is at a soccer game	entailment
A man on a swim raft in a blue shirt and black shorts has an orange sun visor on his head.	The man is at a soccer game	contradiction
A woman extends her arm on the table.	A woman reaches for something on the table.	neutral
A woman reaching for an item on the floor.	A woman reaches for something on the table.	contradiction
A young girl in white has pinned down another wrestler wearing blue that is lying face down on the ground.	Two wrestlers are engaging in a competition.	entailment
A young girl in white has pinned down another girl wearing blue during a fight at school.	Two wrestlers are engaging in a competition.	contradiction
A caucasian woman is shouting at three baby girls. 	A white women is yelling at three young girls.	entailment
A british woman is shouting at three baby girls. 	A white women is yelling at three young girls.	neutral
A person wearing a short-sleeved light blue shirt over a long-sleeved white shirt and blue jeans is holding a long-lensed camera to his face while waiting next to a red colored railroad car.	A person waits outside.	entailment
A person wearing a short-sleeved light blue shirt over a long-sleeved white shirt and blue jeans is holding a long-lensed camera to his face while running next to a red colored railroad car.	A person waits outside.	contradiction
A young person is walking with shopping bags in Hollywood.	A woman walking	neutral
A young woman is sitting with shopping bags in Hollywood.	A woman walking	contradiction
A male teen in a white hat looks at his girlfriend at the store.	The teen is looking for his girlfriend.	entailment
A male teen in a white hat looks at his partner at the store. 	The teen is looking for his girlfriend.	neutral
Three large husky dogs are running on the grass carrying a red ball between them.	Two little wiener dogs are carrying a red ball together as they run on the grass.	contradiction
Two little wiener dogs are running on the wet grass carrying a red ball between them.	Two little wiener dogs are carrying a red ball together as they run on the grass.	neutral
A dog swimming ashore with a bark in its mouth.	A dog swimming back to shore	entailment
A dog swimming into the ocean with a bark in its mouth.	A dog swimming back to shore	contradiction
A girl is jogging down a deserted street.	The street is empty but for one man	contradiction
A shadow is walking down a deserted street.	The street is empty but for one man	neutral
Two people in army uniforms stand next to a woman.	Two men are near a woman.	neutral
Two women in army uniforms stand next to a woman.	Two men are near a woman.	contradiction
A man stands in the distance on the ocean while he stands on a small blue boat.	The boat is painted blue.	entailment
A man stands in the distance on the ocean while he stands on a small black boat.	The boat is painted blue.	contradiction
Trash litters the ceiling.	There is trash on the ground.	contradiction
Papers lying on the ground.	There is trash on the ground.	neutral
Teenage guys in a football match. 	Young boys played football.	entailment
Teenage guys in a match practice. 	Young boys played football.	neutral
A man in a shirt is standing next to a railway line.	The man is wearing a purple shirt.	neutral
A man in a purple shirt is standing next to a railway line.	The man is wearing a purple shirt.	entailment
An African American woman carrying yellow fruit on her head near a building.	The woman is walking	neutral
An African American woman carrying yellow fruit on her head crawling towards a building.	The woman is walking	contradiction
Two men on a treadmill running. 	Two men are outdoors.	contradiction
Two anglers on a boat fishing.	Two men are outdoors.	neutral
A person is sprinting through the forest. 	A person is running through the woods.	entailment
A person is sprinting. 	A person is running through the woods.	neutral
Young boy standing next to water reading his book mark with others next to him.	A young boy is fishing.	contradiction
Young boy standing next to water with others next to him.	A young boy is fishing.	neutral
A blond woman is in her kitchen holding a knife and graham crackers as she is making pie with berries and nuts.	The woman is making a pie with blueberries and walnuts.	neutral
A blond woman is in her kitchen holding a knife and graham crackers as she is making pie with blueberries and walnuts.	The woman is making a pie with blueberries and walnuts.	entailment
Businessman with briefcase walks down beautiful staircase.	Businessman with a briefcase walks up a staircase.	contradiction
Businessperson with briefcase walks up beautiful staircase.	Businessman with a briefcase walks up a staircase.	neutral
A concert stage with four people.	There are people putting on a concert.	neutral
A concert stage with no musicians.	There are people putting on a concert.	contradiction
Two men hanging out together, shopping.	Two men play videogames together	contradiction
Two men hanging out together, playing playstation.	Two men play videogames together	entailment
A group of adults wait in two lines outdoors.	Some children are waiting in line.	contradiction
A group waits in two lines outdoors.	Some children are waiting in line.	neutral
Two men in red shirts race on horses, while others watch.	men on bikes	contradiction
Two men in red shirts race, while others watch.	men on bikes	neutral
A young child with blond-hair and yellow boots digs up treasure with a shovel, rocks and a dump truck.	A child is digging for buried treasure.	entailment
A young child with blond-hair and yellow boots plays monopoly with a board, friends and a his parents.	A child is digging for buried treasure.	contradiction
People gather around a cleaning facility.	People at a car wash.	neutral
People gather around a bonfire.	People at a car wash.	contradiction
A brown boat is packed with buses, goods and people.	There is a bus on the boat.	entailment
A brown boat is packed with vehicles, goods and people.	There is a bus on the boat.	neutral
A happy woman in a blue shirt stands, holding a young girl in a denim dress.	the woman is sad	contradiction
A sad woman in a blue shirt stands, holding a young girl in a denim dress.	the woman is sad	entailment
Asian man standing under mailbox with a broom in his hand.	Man sweeping the sidewalk.	neutral
Asian man standing under mailbox while sweeping the sidewalk.	Man sweeping the sidewalk.	entailment
Two foodies, one blond and one brunette, eating candy-covered hotdogs.	Two woman eating hotdogs.	neutral
Two women, one blond and one brunette, eating candy-covered hotdogs.	Two woman eating hotdogs.	entailment
a asian man gives an evil eye to the goat.	the goat eats cheese	neutral
a asian man gives an evil eye to the goat eating his cheese.	the goat eats cheese	entailment
Three guys sitting inside looking at the scenery.	The people are outside.	contradiction
Three guys sitting outdoors on rocks looking at the scenery.	The people are outside.	entailment
Two men, dressed in black, are standing in an urban area while one lights a cigarette.	Two men are standing on the sidewalk.	neutral
Two men, dressed in black, are standing on a patio in an urban area while one lights a cigarette.	Two men are standing on the sidewalk.	contradiction
Two musicians play in a band, one on electric guitar and the other on drums, on stage in front of a crowd.	Two men are playing music fora group of people.	neutral
Two women play in a band, one on electric guitar and the other on drums, on stage in front of a crowd.	Two men are playing music fora group of people.	contradiction
A couple of birds standing on the ground waiting for a person to drop seeds.	Two yellow birds waited on the ground for seeds to drop from a hand.	neutral
A couple of yellow birds standing on the ground waiting for a person to drop seeds.	Two yellow birds waited on the ground for seeds to drop from a hand.	entailment
Three ice skaters on ice. 	The ice skaters are around the corner	neutral
Three ice skaters in center ice. 	The ice skaters are around the corner	contradiction
Children drink in front of a man on a motorcycle in a dirt lot. 	The children are taking a picturw	contradiction
Children click picture of a man on a motorcycle in a dirt lot. 	The children are taking a picturw	entailment
A man in black is attending a business meeting and taking some notes.	A man in black is taking notes at the business meeting.	entailment
A man in clothes is attending a business meeting and taking some notes.	A man in black is taking notes at the business meeting.	neutral
On a street in Korea a man is pulling a two-wheeled cart, piled high with mannequins while behind him are a car and a truck and a street level billboard.	A man on a street in Korea is pulling a cart filled with chair and cardboard.	contradiction
On a street in Korea a man is pulling a two-wheeled cart, piled high with items while behind him are a car and a truck and a street level billboard.	A man on a street in Korea is pulling a cart filled with chair and cardboard.	neutral
A man and woman stand at the altar to confess their sins and get forgiveness.	A couple is getting married.	contradiction
A man and woman stand at the altar.	A couple is getting married.	neutral
The girl does freestyle Frisbee tricks with her dog at the baseball park and then takes a nap in the grass.	A girl and her dog take a nap in the grass.	entailment
The girl does freestyle Frisbee tricks with her dog at the baseball parks and then lies flat in the grass.	A girl and her dog take a nap in the grass.	neutral
Man wearing a large hat with an NBA logo and a black leather jacket holding a book while waiting for the subway.	The man is sleeping.	neutral
Man wearing a hat and a black leather jacket reading a book while waiting for the subway.	The man is sleeping.	entailment
A surgeon performing theatre while patients wait outside.	patients are standing in hospital	entailment
A surgeon performing surgery.	patients are standing in hospital	neutral
A big guy wearing an orange jumpsuit is talking to a skinny lady who's dressed up with a long skirt as they  stand on the sidewalk looking at the red Motorcycle that crashed	A man and woman stand on the freeway near a motorcycle crash.	contradiction
A big guy wearing an orange jumpsuit is talking to a skinny lady who's dressed up with a long skirt and looking at the red Motorcycle that crashed	A man and woman stand on the freeway near a motorcycle crash.	neutral
Four people are strapped into some kind of ride.	Four people are having some fun.	neutral
Four people are strapped into some kind of a police ride.	Four people are having some fun.	contradiction
A boy wearing a life vest suspended in the air leaps into a cool lake by his house.	The picture is of a boy caught in the middle of jumping into the cool water of the lake near his home.	entailment
A boy wearing a life vest suspended in the air is above a warm ocean.	The picture is of a boy caught in the middle of jumping into the cool water of the lake near his home.	contradiction
Two old men, one holding a bag and one wearing a hat, walk down a leaf-covered path through the trees in their backyard.	The old friends walk together through the arboretum.	contradiction
Two old pals, one holding a bag and one wearing a hat, walk down a leaf-covered path through the arboretum's trees.	The old friends walk together through the arboretum.	entailment
A little boy in a mustard tee-shirt is taking a bite of a yellow banana.	A little boy in yellow relaxes with some food.	contradiction
A little boy in a yellow tee-shirt is relaxing and taking a bite of a banana.	A little boy in yellow relaxes with some food.	entailment
A scientist walking up uneven, rocky, steps exiting a valley carrying a backpack loaded with his specimens.	A male scientist hikes out of a vally carrying specimens.	entailment
A hiker walking up uneven, rocky, steps carrying a backpack loaded with his supplies.	A male scientist hikes out of a vally carrying specimens.	contradiction
Children in school posing for a picture with their teacher.	People are posing.	entailment
Children in school taking a beating with their teacher.	People are posing.	contradiction
There is a produce section at a warehouse supermarket, and a deli counter too.	The produce section is far away from the deli counter.	neutral
There is a produce section at a warehouse supermarket not visible from the deli counter.	The produce section is far away from the deli counter.	entailment
There is a little asian girl with black hair and a white sweater eating something, her eyes are cocked to the right and her fingers are wrapped around the long green vine that's coming from the item.	A girl is consuming a fresh fruit off a vine.	neutral
There is a little asian girl with black hair and a white sweater eating a pea, her eyes are cocked to the right and her fingers are wrapped around the long green vine that's coming from the vegetable.	A girl is consuming a fresh fruit off a vine.	contradiction
A group of people from a capsized boat, white water rafting. 	Some people are drowning.	neutral
A group of people from a capsized boat, drowning during white water rafting. 	Some people are drowning.	entailment
A girl is inside painting a picture of a lady on the side of the wall using chalk.	The girl creates outdoor art.	contradiction
A girl is outside with a picture of a lady on the side of the wall.	The girl creates outdoor art.	neutral
The ugly gentleman is quite poorly groomed.	The man is good looking.	contradiction
The gentleman is quite well.	The man is good looking.	neutral
A man and two women eating and drinking in a carnival.	The man and two woman are indoors	contradiction
A man and two women eating and drinking.	The man and two woman are indoors	neutral
A group of young men clowning around while holding bottles.	A group of young men enjoy a beverage.	neutral
A group of young men clowning around while playing trumpets.	A group of young men enjoy a beverage.	contradiction
Two cats with muzzles race along the inside curb of a railed dirt track.	Two cats with muzzles are racing.	entailment
Two pets with muzzles race along the inside curb of a railed dirt track.	Two cats with muzzles are racing.	neutral
Two people waiting for friends outside a comedy club at sunset.	Two people waiting for friends to join them at a restaurant.	contradiction
Two people waiting for friends outside restaurant at sunset.	Two people waiting for friends to join them at a restaurant.	entailment
Several people riding camels 2 per camel in the zoo.	People enjoying a desert tour.	contradiction
Several people riding camels 2 per camel on a desert tour.	People enjoying a desert tour.	entailment
An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays but the fruit in a colorful display.	There are no fruit in the display.	entailment
An oriental young woman is handling a tray of fruit and smiling while surrounded by an array of similar trays in a colorful display.	There are no fruit in the display.	neutral
A crowd of people in casual dress cheer at the camera.	a crowd of people cheer from behind a barrier	neutral
A crowd of people in casual dress cheer at the camera in front of a barrier.	a crowd of people cheer from behind a barrier	contradiction
A man is swinging on a swing at a local park. 	A man is swinging out of a rope swing into a lake	contradiction
A man is swinging on a rope swing. 	A man is swinging out of a rope swing into a lake	entailment
Two male tourists are walking past a building that looks like a castle.	The men are tourists.	entailment
Two engineers are structurally inspecting a building that looks like a castle.	The men are tourists.	contradiction
A shirtless two-year-old toddler stops staring out the window and walks with his mom to a nearby park.	A little toddler is walking with his mother towards the park.	entailment
A shirtless toddler stops staring out the window and heads out with his mom.	A little toddler is walking with his mother towards the park.	neutral
Man in a green shirt and black pants is jumping on the iron table in the laundry room.	A man is jumping on a table in the laundry room.	entailment
Man in a yellow shirt and black pants is sitting calmly in the laundry room.	A man is jumping on a table in the laundry room.	contradiction
Two young women are walking to a friend's house and having a conversation.	The women are walking to a friend's house.	entailment
Two young women are walking to church and having a conversation.	The women are walking to a friend's house.	contradiction
A man is carrying a plastic case that contains money over his head amongst a group of people.	The plastic case contains money.	entailment
A man is carrying a plastic case carrying oysters over his head amongst a group of people.	The plastic case contains money.	contradiction
A man with his head close to a device pressing a button.	A man is using a laptop.	neutral
A woman with her head close to a phone pressing a button.	A man is using a laptop.	contradiction
a brown and black dog sleeping in the kennel.	The dog is sleeping in the doghouse.	entailment
a brown and black dog sleeping on a trail in the woods.	The dog is sleeping in the doghouse.	neutral
man being thrown off brown horse in a rodeo	A brown horse throws off a man.	entailment
man being thrown off bull in a rodeo	A brown horse throws off a man.	contradiction
Four football players read their handbooks at the game. 	The guys here know the rules of football.	contradiction
Four football players raise their helmets at the game. 	The guys here know the rules of football.	neutral
Two young men in uniform involved in a football game.	There are two men playing basketball.	contradiction
Two young men in uniform involved in a game.	There are two men playing basketball.	neutral
A young boy in a green swing rides through the air in a field. 	Young boy riding a swing.	neutral
A young girl in a green swing rides through the air near a barn.	Young boy riding a swing.	contradiction
Number 13 reaches out as he turns directions with his bomb in an effort to deflect the anticipated path of the meteor hurdling toward Earth.	Someone is trying to take a bomb into space to save Earth.	entailment
Number 13 reaches out as he turns directions in an effort to deflect the anticipated path of the meteor hurdling toward the planet.	Someone is trying to take a bomb into space to save Earth.	neutral
An man riding a bike.	An elderly man is biking	neutral
An young man riding a bike.	An elderly man is biking	contradiction
A man wearing a yellow shirt is holding a cat while walking with more than one undead person.	A man wears a red shirt holding a cat while walking through a crowd of zombies.	entailment
A man wearing a yellow shirt is holding a cat while walking.	A man wears a red shirt holding a cat while walking through a crowd of zombies.	neutral
A man sits on the grass in a park.	A man sits on the park grass.	entailment
A man sits in a park.	A man sits on the park grass.	neutral
F1 racers participate in a two way street race, with lanes separated by yellow cones. 	Car drivers are racing.	entailment
Racers participate in a two way street race, with lanes separated by bright yellow objects.	Car drivers are racing.	neutral
A lady in yellow turns the tv remote at home watching a show. 	The lady is watching TV at home.	entailment
A lady in yellow turns the tv remote. 	The lady is watching TV at home.	neutral
A young boy is dressed in a blue helmet, sweater, jeans and sneakers looks like he is going to go sledding.	A boy is ready to go zip lining through the forest of Bolivia.	contradiction
A young boy in Bolivian forest is dressed in protective head wear looks like he is going to go zip lining.	A boy is ready to go zip lining through the forest of Bolivia.	entailment
A race car drives in the rain	A car is driving on a track.	neutral
A race car drives along a highway in the rain	A car is driving on a track.	contradiction
Three women play soccer on a pond.	Two kids are playing on a frozen pond.	contradiction
Two kids play hockey on a frozen pond.	Two kids are playing on a frozen pond.	entailment
A lady dressed in black wearing a matching hat stands beside a tree and  water.	A lady wearing a bathing suit stands beside a tree and body of water.	neutral
A lady dressed in black bathing suit wearing a matching hat stands beside a tree and a body of water.	A lady wearing a bathing suit stands beside a tree and body of water.	entailment
The men are standing next to a frog, while it jumps in the air.	The men is standing next to the dog while the dog is jumping.	contradiction
The men are standing next to the dog, while the dog jumps in the air.	The men is standing next to the dog while the dog is jumping.	entailment
The dog takes a leap on the beach to tear an unknown item. 	A dog is fetching something.	contradiction
The dog takes a leap on the beach to retrieve a stick. 	A dog is fetching something.	neutral
woman in white walking on the gym treadmill.	a woman in white walks outside	contradiction
woman in white walking.	a woman in white walks outside	neutral
Football fans making noise.	Fans go nuts for their team.	neutral
Football fans booing their team.	Fans go nuts for their team.	contradiction
People walk up and down ramp. 	The stairs have people walking on them.	contradiction
People walk up and down. 	The stairs have people walking on them.	neutral
Three men in an art gallery posing near paintings for the camera.	Paintings are nearby.	entailment
Three men in an empty art gallery posing for the camera.	Paintings are nearby.	contradiction
Three men climb rocky mountains in a natural environment.	Three men climb rocks in the summer.	entailment
Three men climb a bungee rope in a natural environment.	Three men climb rocks in the summer.	contradiction
One woman is forced to carry behind three people who tripped on path. 	A woman is carrying three hikers down the path	entailment
One woman is forced to carry behind a couple people who tripped on path.	A woman is carrying three hikers down the path	neutral
The lady is watching something she really enjoys.	The lady does not like what she sees.	contradiction
The lady is watching something she does not like on television.	The lady does not like what she sees.	neutral
A boy preparing to hit the tennis, wearing a green uniform.	A young boy prepares to play tennis, wearing a green uniform.	entailment
A boy preparing to hit a ball, wearing a uniform.	A young boy prepares to play tennis, wearing a green uniform.	neutral
Two children are playing with a ball on grass.	A soccer ball is being played with by a couple kids.	neutral
Two children are playing with a hockey ball on grass.	A soccer ball is being played with by a couple kids.	contradiction
An old woman in a cowboy hat smokes a cigarette. 	The old lady is ten feet tall.	neutral
A ten feet tall old woman in a cowboy hat smokes a cigarette. 	The old lady is ten feet tall.	entailment
A black dog is running through a swampy area with tall reeds, while a cat sits nearby.	The cat sits in a window.	neutral
A black dog is running through a swampy area with tall reeds, while a cat sits in a window.	The cat sits in a window.	entailment
Many covered taxi drivers lined up.	People on bikes form a line.	contradiction
Many covered bicycle drivers on the road.	People on bikes form a line.	neutral
A man in a green jeans is relaxing on the sofa.	The man is celebrating his favorite sport teams victory by wearing a green kilt.	contradiction
A man in a green kilt is celebrating Scotland's cricket victory on the sofa.	The man is celebrating his favorite sport teams victory by wearing a green kilt.	entailment
Two white bears walking in the snow.	Two dogs in the snow	contradiction
Two white dogs walking in the winter.	Two dogs in the snow	neutral
Two men dressed in animal prints are playing percussion instruments.	The women are playing instruments.	contradiction
Two people dressed in animal prints are playing percussion instruments.	The women are playing instruments.	neutral
A man with a red shirt and white shorts is walking with a man with a white shirt and black pants down a busy street to work. 	Two men are walking to work.	entailment
A man with a red shirt and white shorts is randomly walking with a man with a white shirt and black pants down a busy street.	Two men are walking to work.	contradiction
Two men are playing soccer against a pro team.	The men are on the same team.	entailment
Two men are playing soccer against each other.	The men are on the same team.	contradiction
A large black dog  runs through brown grass.	A big black dog is catching a bone.	neutral
A big black dog runs through brown grass to catch a bone.	A big black dog is catching a bone.	entailment
Two women standing at a table in a restaurant.	People sitting down	contradiction
Two women  at a table in a restaurant.	People sitting down	neutral
Players have made three people pyramids.	Football players have made three people pyramids.	neutral
Footballers have made three people pyramids.	Football players have made three people pyramids.	entailment
Two birds splashing together in a puddle	The bird is playing with another bird.	entailment
A bird splashing alone in a puddle	The bird is playing with another bird.	contradiction
A child is running away from a plastic pool and an adult on a rural setting while a baby is asleep in a crib on the subway.	A baby is asleep in a crib on the subway.	entailment
A child is running away from a plastic pool and an adult on a rural setting while a baby is asleep in a crib.	A baby is asleep in a crib on the subway.	neutral
A young boy with dark hair plays cards.	A child is holding an instrument.	contradiction
A young boy with dark hair plays a music.	A child is holding an instrument.	neutral
Two people playing, with birds in an indoor pool.	A man is feeding the birds.	neutral
Two people are happy while feeding the birds.	A man is feeding the birds.	entailment
Two lab scientists look in a book to study blood cells under the microscope.	two scientists are using a microscope to study blood cells	entailment
Two lab scientists look in a book to discover hair damage under the microscope.	two scientists are using a microscope to study blood cells	contradiction
A man wearing dark clothing with a cap on his head is spearing something on a wall.	Ther is a man wearing all black clothing.	neutral
A man wearing black pants and a white shirt with a cap on his head is spearing something on a wall.	Ther is a man wearing all black clothing.	contradiction
A woman in a white shirt is at a table in a nice restaurant.	the woman is sitted	neutral
A woman in a white shirt is standing at a table in a nice restaurant.	the woman is sitted	contradiction
An adult plays with a water gun in a lake.	Child playing Cowboys and Indians in a pool with a water gun.	contradiction
A child plays Cowboys and Indians with a water gun in the pool.	Child playing Cowboys and Indians in a pool with a water gun.	entailment
A man sword fights in front of his laptop.	A man is in a fist fight.	neutral
A man fist fights in front of his laptop.	A man is in a fist fight.	entailment
A brown dog carries a multiple colored toy in the house.	A dog is playing on concrete	neutral
A brown dog plays with a multiple colored toy in the concrete road.	A dog is playing on concrete	entailment
A man with white hair and glasses is talking on a device into a mirror.	A man with white hair and glasses talks to himself in the mirror.	neutral
A man with white hair and glasses is talking with himself in the bathroom mirror.	A man with white hair and glasses talks to himself in the mirror.	entailment
A couple are sitting together at a small circular table.	There are two people near a building	neutral
A couple are sitting together at a small circular table in an open field.	There are two people near a building	contradiction
The guy wearing sunglasses and a hat is talking into a microphone.	The guy is singing.	contradiction
The guy is wearing sunglasses and a hat using a microphone.	The guy is singing.	neutral
This picture depicts looking up at the sky.	A rock climber is being watched.	contradiction
This picture depicts looking up at someone.	A rock climber is being watched.	neutral
An aged long grey haired woman is looking into a camera while the inside of her hut is shown.	A woman with long grey hair looks at the camera while the inside of her hut is shown.	entailment
An aged man is looking into the camera while the inside of his hut is shown.	A woman with long grey hair looks at the camera while the inside of her hut is shown.	contradiction
A man wearing a colorful wetsuit, is in a deep blue body of water.	The man in the colorful wetsuit is surfing outdoors.	neutral
A man wearing a colorful wetsuit, stands near a deep blue body of water.	The man in the colorful wetsuit is surfing outdoors.	contradiction
