sentence1	sentence2	gold_label
A toddler has a plastic scooter.	A child is playing on his toy.	neutral
An elderly gentleman is riding a plastic scooter.	A child is playing on his toy.	contradiction
A toddler is riding a plastic scooter.	A teenager is playing on his toy.	contradiction
A toddler is riding a plastic scooter.	A large child is playing on his toy.	neutral
People sitting watching the passersby.	People are inside eating lunch	neutral
People sitting on the table eating lunch watching the passersby outside.	People are inside eating lunch	entailment
People sitting on the street curb watching the passersby.	People are sitting on a curb	entailment
People sitting on the street curb watching the passersby.	People are sitting and eating lunch	neutral
An African american is looking at his phone.	An African American boy is checking his phone.	neutral
An African american is looking at his phone.	An African American is checking his phone.	entailment
An African american is in the room.	An African American is sleeping.	neutral
An African american is sleeping in his bed.	An African American is sleeping.	entailment
A man with a watch is pouring cream into a coffee, timing it.	The watch keeps perfect time.	entailment
A man with a watch is pouring cream into a coffee as he gets late.	The watch keeps perfect time.	contradiction
A man with a silver watch is pouring cream into a coffee.	The watch is silver.	entailment
A man with a silver watch is pouring cream into a coffee.	The watch is only gold.	contradiction
A boy has his hand up.	The boy pointed.	neutral
A boy scratches his nose.	The boy pointed.	contradiction
A boy points.	The boy never pointed.	contradiction
A boy points.	The boy pointed at a man.	neutral
Three bearded co-workers sit inside a conference room. 	The men are sitting inside of a conference room.	entailment
Four bearded men sitting in a restaurant smile at the camera.	The bearded men are sitting in the restaurant.	entailment
Four bearded men sitting in a restaurant smile at the camera.	The bearded men are the only ones in the restaurant.	neutral
Three bearded co-workers sit and discuss. 	The men are sitting inside of a conference room.	neutral
A little boy is smiling as he splashes in some water and sits inside a couple of red and blue floating devices.	A boy is playing with rocks.	contradiction
A little boy is smiling as he splashes in some water and sits inside a couple of red and blue floating devices.	A boy is playing with ocean water.	neutral
A little boy is smiling as he splashes in some jello and sits inside a couple of red and blue floating devices.	A boy is playing with water.	neutral
A little boy is smiling as he plays in the sandbox.	A boy is playing with water.	contradiction
Two female children are in a bath together.	the girls are dry	contradiction
Two female children are in a bath together.	the girls are wet	entailment
Two female children are in a bath together hugging each other.	the girls are scrubbing each other	contradiction
Two female children are in a bath together using scrubbers on each other.	the girls are scrubbing each other	entailment
the tennis player wearing white hits the tennis ball.	The player wearing a white backhands the tennis ball.	neutral
The tennis player wearing white wins the match.	the player wearing white hits the tennis ball.	neutral
The tennis player wearing white misses the tennis ball.	the player wearing white hits the tennis ball.	contradiction
the tennis player wearing white hits the tennis ball.	The player wearing blue hits the tennis ball.	contradiction
Pitcher in a baseball game wearing a white 34 uniform getting ready to throw the ball.	The star pitcher playing baseball was ready to throw the ball.	neutral
Pitcher in a baseball game wearing a white 34 uniform getting ready to throw the ball.	The catcher playing baseball was ready to throw the ball.	contradiction
Catcher in a baseball game wearing a white 34 uniform getting ready to throw the ball.	The pitcher playing baseball was ready to throw the ball.	contradiction
Player  in a baseball game wearing a white 34 uniform getting ready to throw the ball.	The pitcher playing baseball was ready to throw the ball.	neutral
A muscular man with a multicolored mohawk shows off his physique.	A muscular man in a mohawk shows off his body.	entailment
A muscular man with a multicolored mohawk shows off his physique.	A muscular man who is bald shows off his body.	contradiction
A muscular man with a multicolored mohawk shows off his physique after his workout at the gym.	The man just finished a workout at the gym	entailment
A muscular man with a multicolored mohawk shows off his physique after his workout at home.	The man just finished a workout at the gym	contradiction
A woman and two thieves are wearing black jackets.	Two thieves wear black.	entailment
A woman and two thieves wearing blue.	Two thieves wear black.	contradiction
A woman and two men wearing black jackets.	More than one person wears black.	entailment
A woman and two men wearing black jackets.	Two people wear brown.	contradiction
A boy runs through a pile of brown leaves.	boy playing in the fall	entailment
A little dog is running through a pile of brown leaves.	boy playing in the fall	contradiction
A little boy in blue is running through a pile of brown leaves.	boy playing in the snow.	contradiction
A little boy in blue is running through a pile of brown leaves.	boy playing in the leaves.	entailment
Man wearing a black and red striped shirt taking a photo next to a lion statue.	The man is posing next to a lion statue.	entailment
Man wearing a black and red striped shirt taking a photo next to a bear statue.	The man is posing next to a stone lion.	contradiction
Man wearing a black and red striped shirt taking a photo next to a stone lion statue.	The man is posing next to a stone lion.	entailment
Man wearing a black and red striped shirt taking a photo next to a lion statue.	The man is posing next to a statue of a penguin.	contradiction
A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.	no men with a beard are pulling a rope.	contradiction
A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.	a man is pulling a rope.	entailment
A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope in a rope pulling contest.	a man competes in a rope pulling contest	entailment
A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a truck in a truck pulling contest.	a man competes in a rope pulling contest	contradiction
Three men on a scaffold erected outside a building.	The men are friends.	neutral
Three men on a scaffold erected outside a building.	The men are outside.	entailment
Three men on a table placed inside pizza hut.	The men are eating pizza at pizza hut.	neutral
Three men eating pizza on a table placed inside pizza hut.	The men are eating pizza at pizza hut.	entailment
A person wearing something gray while fixing a yellow and gray wall.	No one is working on a wall.	contradiction
A person wearing something gray while fixing a yellow and gray floor.	Someone is working on a wall.	contradiction
A person wearing something gray while fixing a yellow and vertical structure.	Someone is working on a wall.	neutral
A person wearing something gray while fixing a yellow and gray wall.	A carpenter is working on a wall.	neutral
A man wearing a blue shirt and black pants is working on an unfinished tile roof of a building.	A man in blue shirt and black pants working on the roof.	entailment
A man wearing a blue shirt and black pants is working on an unfinished tile roof of a building.	A man in blue shirt and black pants working to repair the roof.	neutral
Santa in his red suit is on an unfinished tile roof of a building about to descend the chimney.	Santa Claus in his red suit prepares to go down a chimney.	entailment
A man wearing a red shirt and pants is standing on an unfinished tile roof of a building.	Santa Claus in his red suit prepares to go down a chimney.	neutral
A child enjoys splashing water.	A laughing child is splashing water.	neutral
A child enjoys watching TV.	A child watches a movie.	neutral
A child enjoys splashing water.	A child is splashing water.	entailment
A child enjoys A Bigger Splash.	A child watches a movie.	entailment
A young boy with brown hair is being lifted from his seat after being dunked in the water with people looking on.	A woman is participating in a dunk tank activity	contradiction
A woman with brown hair is being lifted from her brown seat after being dunked in the water, with people looking on.	A woman is participating in a charity dunk tank activity	neutral
A woman with brown hair is being lifted from her brown seat after being dunked in the water, with people looking on.	A woman is participating in an eating contest	contradiction
A woman with brown hair is being lifted from her seat after being dunked in the freezing cold water.	A woman is participating in a dunk tank activity	neutral
A group of kindergarten kids dressed in sweatshirts and jackets head towards the right to get to recess.	A kindergarten class is walking to recess.	entailment
A group of students dressed in sweatshirts and jackets head towards the right.	A group who attend class is heading somewhere.	entailment
A group of high school students dressed in sweatshirts and jackets head towards the right.	A kindergarten class is walking to recess.	contradiction
A group of students dressed in sweatshirts and jackets head towards the right.	A kindergarten class is walking to the left.	contradiction
An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.	A woman is carrying some unripe fruit on a tray, surrounded by a display of fruit	neutral
An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.	A woman is carrying some fruit on a tray, surrounded by a display of flowers	contradiction
An oriental man is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.	A woman is carrying some fruit on a tray, surrounded by a display of fruit	contradiction
Someone is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.	A woman is carrying some fruit on a tray, surrounded by a display of fruit	neutral
A woman is completing a picture of a young woman.	There is a woman making a picture.	entailment
A woman is completing a picture of a young woman.	There is woman making nice food for no reason.	contradiction
A woman is completing a picture of a woman and making nice complements on her necklace.	There is a women making nice complements for no reason	contradiction
A woman is completing a picture of a woman who is making nice complements for no reason.	There is a women making nice complements for no reason	entailment
A man in a blue jacket lifts a child dressed in red out boat crowded with people	A large man lifts a child from the boat.	neutral
A man in a blue jacket lifts a stranger dressed in red from the  boat crowded with people	A man lifts a child from the boat.	neutral
A man in a blue jacket lifts a child dressed in red out boat crowded with people	A man lifts a child from the car.	contradiction
A man in a blue jacket lifts his father dressed in red from boat crowded with people	A man lifts a child from the boat.	contradiction
A man is making his girlfriend laugh by playing with his nose for the first time.	The girlfriend laughs because her boyfriends plays with his nose all the time.	contradiction
When her boyfriend plays with his nose all the time, the girlfriend laughs.	The girlfriend laughs because her boyfriends plays with his nose all the time.	entailment
A man is making his girlfriend laugh by playing with his nose.	The girlfriend is laughing because her boyfriend is playing with his nose.	entailment
A man is making his girlfriend laugh by playing with his nose.	The girlfriend is laughing because her boyfriend is not playing with his nose.	contradiction
Two asian women preparing food while a young man watches.	A white woman prepares food for a man.	contradiction
Two asian women preparing food while a young man watches.	A couple asian women cook food in front of a man.	entailment
Two asian women preparing pasta while a young man watches.	A young customer watches two women preparing fresh noodles for his order.	contradiction
Two asian women preparing noodles while a young buyer watches. 	A young customer watches two women preparing fresh noodles for his order.	entailment
An army man uses his binoculars to see into the distance.	There is a man using binoculars	entailment
An army man uses his binoculars to look into the mirror.	There is a man looking in the mirror	entailment
An army general uses their binoculars to look into the mirror.	There is a man looking in the mirror	neutral
An army man uses his binoculars to see into the distance.	There is a dressed man using binoculars	neutral
The two friends are laughing and having a good time.	Two comic people are laughing.	neutral
The two hyenas are laughing and having a good time.	Two people are laughing.	contradiction
The two friends are clearly having a good time.	Two people are laughing.	neutral
The two friends are laughing and having a good time.	Three kids are frowning.	contradiction
A singer and her band are performing on stage in a club.	An all female band is performing in the club.	neutral
A singer and her band are performing on stage in a club on a surface in our galaxy.	A band is performing on the surface of the sun.	neutral
A singer and her band are performing on stage in a club.	A band is performing in the club	entailment
A singer and her band are performing on stage in a club on the sun.	A band is performing on the surface of the sun.	entailment
A woman wearing blue shirt and vest sewing gray piece of fabric	A man is sewing some fabric.	contradiction
Someone wearing blue shirt and vest sewing gray piece of fabric	A man is sewing some fabric.	neutral
man wearing blue shirt and vest sewing gray piece of fabric	A man is some tartan something.	neutral
man wearing blue shirt and vest sewing gray piece of fabric	A man is eating some fabric.	contradiction
A child is enjoying the ducks on a fall day.	The child is enjoying the ducks on a summer day.	contradiction
A child is enjoying the waterfowl on a fall day.	There is more than one duck.	neutral
A child is enjoying the geese on a fall day.	There is more than one duck.	contradiction
A child is enjoying the ducks on a fall day.	A child is playing with ducks on Halloween.	neutral
The surfer does a flip off of a wave.	A person is surfing off Florida.	neutral
The diver does acrobatic stunts.	A person is skydiving.	neutral
The skydiver does acrobatic stunts.	A person is skydiving.	entailment
The surfer does a flip off of a wave.	A person is surfing.	entailment
A medical team is performing a surgery.	No one is performing surgery.	contradiction
A medical team is performing sex change surgery.	the medical team is performing a sex change	entailment
A medical team is performing a surgery.	Surgery is being performed.	entailment
A medical team is performing a knee replacement surgery.	the medical team is performing a sex change	contradiction
The person on the bicycle is wearing red.	Person riding bicycle	entailment
The living thing on the tricycle is wearing red.	Person riding tricycle	neutral
The person on the tricycle is wearing red.	Person riding tricycle	entailment
The person on the bicycle is wearing red.	Man riding tricycle	neutral
A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, tying his shoelaces.	A man is poking a dead animal with a stick.	contradiction
A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, poking a dead possum with a stick.	A man is poking a dead animal with a stick.	entailment
A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.	A man is dressed in a way to be as safe as possible.	entailment
A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.	A woman is poking a dead animal with a stick.	contradiction
A bull participates in a cowboy riding competition while spectators wrestle at the campsite. 	a bull rides a cowboy while others wrestle at a campsite	entailment
A cowboy is participating in the bull riding competition at a rodeo where things have gone wrong, with the two other people in the rodeo wrestling, and three spectators.	a bull rides a cowboy while others wrestle at a campsite	neutral
A cowboy is participating in the bull riding competition at a rodeo, with the two other people in the rodeo area with him, and three spectators.	A cowboy rides a bull for a competition with two other people and three spectators.	entailment
A cowboy is participating in the bull riding competition at a rodeo, with the two other people in the rodeo area with him, and three spectators.	A cowboy is on a bull	neutral
Women of African origin are colecting water at common water tap, near wire fence.	Blacks are getting food.	contradiction
Women of African origin are colecting water at common water tap, near wire fence.	Blacks are thirsty.	neutral
White men are collecting water at common water tap, near wire fence.	Blacks are getting water.	contradiction
People of color are collecting water at common water tap, near wire fence.	Blacks are getting water.	neutral
A little boy in a black shirt is leaning away from a water fountain.	A boy in a black shirt is leaning away from a water fountain after tossing in a penny.	neutral
A little boy in a black shirt is leaning away from a water fountain.	A boy in a black shirt is leaning away from a water fountain.	entailment
A little boy in a red shirt is leaning towards his dad, away from a water fountain.	A boy in a red shirt is leaning away from a water fountain.	entailment
A little boy in a red shirt is near a water fountain.	A boy in a red shirt is leaning away from a water fountain.	neutral
A man in a black t-shirt jogs as the turkey is waiting for some juicy batches on mturkgrind.	the turkey is waiting for some juicy batches on mturkgrind	entailment
A man in a black t-shirt jogs as others go about their day.	A man wearing a black shirt is jogging.	entailment
A man in a black t-shirt jogs as others are waiting for something on mturkgrind. 	the turkey is waiting for some juicy batches on mturkgrind	neutral
A man in a black t-shirt jogs as others go about their day.	A man is jogging with a group of people in the city,	neutral
A female athlete in crimson top and dark blue shorts is running on the street.	A woman is running.	entailment
A female athlete in crimson top and dark blue shorts is running on the street.	A woman owns a white couch.	neutral
A female athlete in crimson top and dark blue shorts is sitting on the couch.	A woman is sitting on a white couch.	neutral
A female athlete in crimson top and dark blue shorts is sitting on the white couch.	A woman is sitting on a white couch.	entailment
Children being shown how things work in a store.	There are children in a factory being shown how things work.	contradiction
Children being show how things work in a factory.	There are children in a factory being shown how things work.	entailment
Children being show how things work.	The children are touring the factory.	entailment
Children being show how things work.	The children are resting.	contradiction
"Only the letters ""AND"" are clearly visible as the solitary little girl in the red shirt leans out the window below."	Every person in the frame is female.	entailment
"Only the letters ""AND"" are clearly visible as the little boy in the red shirt leans out the window below."	Every person in the frame is masculine.	entailment
"Only the letters ""AND"" are clearly visible as the little child in the red shirt leans out the window below."	Every person in the frame is female.	neutral
"Only the letters ""AND"" are clearly visible as the little boy in the red shirt leans out the window below."	Every person in the frame is handsome.	neutral
There is a group of people, and a mother putting hearing protection in her son's ears out in a field by and electrical tower.	A group of people are in the field.	entailment
There is a group of people holding name plates, and a mother putting hearing protection in her son's ears out in a field by and electrical tower.	A group of people holded name plates in their hands.	entailment
There is a group of people, and a mother putting hearing protection in her son's ears out in a field by and electrical tower.	A group of people holded name plates in their hands.	neutral
There is a group of people, and a mother putting hearing protection in her son's ears out in a field by and electrical tower.	A group of people each have hearing protection.	neutral
A man and a woman walk through the street during a parade.	Two people are dancing on a float.	neutral
A man and a woman walk through the street during a parade.	Two people are walking through a corn field.	contradiction
A man and a woman walk through the street after a parade.	Two people are walking in the street.	contradiction
A man and a woman move through the street during a parade.	Two people are walking in the street.	neutral
A black and white dog looking up.	The dog is looking  in the air.	entailment
A black and white dog looking up.	The cat is looking at the ball in the air.	contradiction
A black and white dog looking down.	The dog is looking at the ball in the air.	contradiction
A black and white dog looking up at a ball.	The dog is looking at the ball in the air.	entailment
a nice contested catch during an ultimate Frisbee game.	The team's uniform is green.	neutral
a nice contested catch during an ultimate Frisbee game.	They were playing golf.	contradiction
a nice contested catch during a game.	Two teams are playing a game of ultimate Frisbee.	neutral
a nice contested catch during a rugby game.	Two teams are playing a game of ultimate Frisbee.	contradiction
A group of people are laying in the grass under an umbrella.	People laying in the grass sunbathing.	contradiction
A person is laying in the grass under a tree.	People laying in the grass in the rain.	contradiction
A group of people are laying in the grass under an umbrella braving the storm.	People laying in the grass in the rain.	entailment
A group of people are laying in the grass under an umbrella.	People laying in the grass under an umbrella.	entailment
Man in all white clothing washing the windows on the outside of a chinese laundry.	The restaurant's windows are being cleaned.	contradiction
Man in all white clothing working on the windows on the outside of a chinese restaurant.	The restaurant's windows are being cleaned.	neutral
Man in all white clothing washing the windows on the outside of a chinese restaurant.	The restaurant's windows are being broken by thugs.	contradiction
Man in all white clothing washing the windows on the outside of a chinese restaurant.	The restaurant's windows are being cleaned using the cheapest industrial cleaner the company could afford.	neutral
A man wearing a camouflage hat and sunglasses reading a book on a black metal bench.	The man is reading a book on the plane.	contradiction
A man wearing a camouflage hat and sunglasses reading a book on a black metal bench.	The man is reading a book on the bench and eating tuna.	neutral
A man wearing a camouflage hat and sunglasses reading a book on a black metal shelf.	The man is reading a book on the bench.	contradiction
A man wearing a camouflage hat and sunglasses reading a book on a black metal furniture.	The man is reading a book on the bench.	neutral
Crowds of people gather into the movie theater with a couple in the foreground. 	A couple stands together under an umbrella.	contradiction
Crowds of people walking down street, couple in foreground with umbrella.	A couple stands together under an umbrella holding hands.	neutral
Crowds of people walk down a street after a parade ended due to rain. 	A couple stands together under an umbrella.	neutral
Crowds of people walking down street, couple in foreground with umbrella.	A couple stands together under a bridge.	contradiction
A man in a white t-shirt is about to dunk a basketball through a net-less hoop.	A teammate cheers the man playing with a basketball.	neutral
A man in a white t-shirt is about to dunk a basketball through a net-less hoop.	A man is not playing with a basketball.	contradiction
A man in a white t-shirt is about to put a ball through a hoop.	A man is playing with a basketball.	neutral
A man in a white t-shirt is about to dunk a beer bottle through a net-less hoop.	A man is playing with a basketball.	contradiction
A boy with a yellow shirt and light brown shorts is posing with a long dipping spoon in each hand.	The boy is wearing a black shirt.	contradiction
A boy with a shirt and light brown shorts is posing with a long dipping yellow spoon in each hand.	The boy is wearing yelow	neutral
A boy with a pink shirt and light brown shorts is posing with a long dipping spoon in each hand.	The boy is wearing yelow	contradiction
A boy with a yellow shirt and light brown shorts is posing with a long dipping spoon in each hand.	The boy is wearing a bright colored shirt.	neutral
An old man sitting on a blue toilet.	A child sitting on a toilet	contradiction
A young boy sitting on a blue toilet.	A child crying on a toilet.	neutral
A young and tall boy sitting on a blue toilet.	A child sitting on a toilet	neutral
A young boy sitting on a blue toilet.	An old man sitting on a toilet.	contradiction
Two women undressing and frolicking in a fight.	The women are lovers.	contradiction
Two women undressing and frolicking in the water.	The women are naked and playing in the water.	entailment
Two women undressing and frolicking in their honeymoon.	The women are lovers.	entailment
Two women undressing and frolicking in the water.	The women are enemies.	contradiction
A person with apron sitting at a table outside a store and a man walking with a luggage.	A man in an apron sitting near another man.	neutral
man with apron sitting at a table outside a store and another man walking with a luggage.	A woman in an dress sitting near another man.	contradiction
man with apron sitting at a table outside a store and another man walking with a luggage.	A tall man in an apron sitting near another man.	neutral
A man with apron sitting at a table outside a store and a woman walking with a luggage.	A man in an apron sitting near another man.	contradiction
The two hockey players are down on the ice only to get their photos taken.	The players are getting ready for a game.	contradiction
The two hockey players are down on the ice.	The players have their skates on.	entailment
The two hockey players are down on the ice, preparing for the start of the game.	The players are getting ready for a game.	entailment
The two hockey players are down on the ice.	The players are getting ready for a game of polo.	contradiction
A child getting out of the car wearing footwear.	A child stepped out of the automobile with shoes on their feet.	neutral
A child getting out of the car holding soccer shoes in hand.	A child stepped out of the automobile with shoes on their feet.	contradiction
A child getting out of the car wearing soccer shoes.	A child stepped out of the van with shoes on their feet.	neutral
A child getting out of the car wearing soccer shoes.	A child stepped out of the building with shoes on their feet.	contradiction
A standing man holds a microphone in front of a guitarist holding a guitar.	A man is holding a microphone with another man.	neutral
A standing man holds a microphone in front of a man holding a guitar.	A man is holding a sandwich with another man.	contradiction
A standing man holds a microphone in front of a man holding a guitar.	A man is holding a wireless microphone with another man.	neutral
A standing man holds a microphone with a woman holding a guitar.	A man is holding a microphone with another man.	contradiction
A short man sitting on the left near a man walking along the side of a street with colorful buildings.	A tall human sitting	contradiction
A tall man sitting on the left near a man walking along the side of a street with colorful buildings.	A tall human sitting	entailment
A man sitting on the left near a man walking along the side of a street with colorful buildings.	Both men were sitting.	contradiction
A man sitting on the left near a man walking along the side of a street with colorful buildings.	Two men were seen near each other by the colorful buildings.	entailment
Five people are paddling a kayak in the ocean with the city behind them.	A group of friends are skiing away from the city.	contradiction
Five people are paddling a kayak in the ocean with the city in front of them.	A group of friends are kayaking away from the city.	contradiction
Five people are paddling a kayak in the ocean with the city behind them.	A group of people are kayaking.	entailment
Five people are paddling a kayak in the ocean with the city far behind them.	A group of friends are kayaking away from the city.	entailment
Two ladies are walking and laughing.	Two women are moving across the street.	neutral
Two ladies are walking through the park laughing.	Two women are moving across the street.	contradiction
Two ladies are walking across the street laughing.	Two women are moving across the busy street.	neutral
Two ladies are walking across the street laughing.	Two women are moving across the river.	contradiction
Two children run through a sprinkler.	Children enjoying a holiday.	neutral
Two children run through a sprinkler.	Dogs enjoying a sprinkler.	contradiction
Two children run through the snow.	Children enjoying a sprinkler.	contradiction
Two friends run through a sprinkler to stay cool.	Children enjoying a sprinkler.	neutral
Solders in a marching parade standing still at attention.	The soldiers are standing still and talking to each other.	neutral
Solders in a marching parade standing still at attention.	The soldiers are standing still.	entailment
Some solders in a marching parade are not standing still at attention.	The soldiers are sleeping.	neutral
Solders in a marching parade fell asleep.	The soldiers are sleeping.	entailment
Several farmers bent over working on the fields while lady with a baby and four other children accompany them.	The lady has many children.	entailment
Several farmers bent over working on the fields while lady with a baby and four other children accompany them.	The lady has many fat children.	neutral
Several farmers bent over working on the fields while lady with a baby and her other children accompany them. 	The lady has three children.	neutral
Several farmers bent over working on the fields while lady with a baby and her twins accompany them. 	The lady has three children.	entailment
Man working on a sculpture.	A man sits at a table sculpting something.	neutral
Man working on a sculpture.	A man works at his sculpture.	entailment
A man is sitting at a table drinking a beer. 	A man sits at a table drinking a beer.	entailment
A man is sitting at a table.	A man sits at a table drinking a beer.	neutral
A man in a blue shirt is dancing with a female in a white dress.	The elderly man and elderly women are dancing.	neutral
A man in a blue shirt is dancing with a female in a white dress.	The man and women are singing.	contradiction
A man in a blue shirt is moving with a female in a white dress.	The man and women are dancing.	neutral
A man in a blue shirt is praying with a female in a white dress.	The man and women are dancing.	contradiction
Young people are standing in the store.	Young people are in a store.	entailment
Young people are standing in the store looking at groceries.	The people are looking for the exits.	contradiction
Young people are standing in the store looking for a way out.	The people are looking for the exits.	entailment
Young people are standing in the store.	Young people have left the store.	contradiction
Woman wearing a blue shirt in the air holding some plants.	The woman is skydiving.	neutral
Woman wearing a blue shirt skydiving while holding some plants.	The woman is skydiving.	entailment
Woman wearing a blue shirt holding some plants.	The woman is holding plants.	entailment
Woman wearing a blue shirt holding some plants.	The woman is starting a garden.	neutral
Player kneeling down to tie her shoe.	Basketball player kneeling down to tie her shoe.	neutral
Basketball player kneeling down to tie her tennis shoe.	Basketball player kneeling down to tie her shoe.	entailment
Soccer player kneeling down to tie her shoe.	The football player leaves her shoe untied.	neutral
Soccer player kneeling down to tie her shoe.	The football player ties her shoe.	entailment
Young boy wearing waders standing on a dock fishing while his dad watches, other people are in the background.	A boy fishes on a dock as his dad looks on.	entailment
Young boy wearing waders standing on a dock watching his father fishing, other people are in the background.	A boy fishes on a dock as his dad looks on.	contradiction
Young boy wearing waders standing on a dock fishing, other people are in the background.	A boy fishes on a dock.	entailment
Young boy wearing waders standing on a dock fishing, other people are in the background.	A boy fishes on an empty dock.	contradiction
A woman holding a water bottle is running on the beach. 	A woman running outdoors.	entailment
A little girl is holding a water bottle while walking on the beach.	A woman running outdoors.	contradiction
A woman holding a water bottle is running on the beach.	The women leisurely walks through the sand.	contradiction
A woman holding a water bottle is running on the beach.	A woman is exercising on the beach.	entailment
A vendor stands in his stall that is filled with candles.	the vendor is standing in his stall.	entailment
A vendor surfs web in his home that is filled with candles.	the vendor is surfing the web at home.	entailment
A vendor stands in his home that is filled with candles.	the vendor is surfing the web at home.	neutral
A vendor stands in his stall that is filled with candles.	the vendor is tired.	neutral
Asian man and blond woman are outdoors, man in background watches.	Two people show affection while outdoors.	neutral
Asian man and blond woman are punching each other outdoors, man in background watches.	Two people show affection while outdoors.	contradiction
Asian man and blond woman holding hands outdoors, man in background watches.	Two people are arguing outside.	contradiction
Asian man and blond woman holding hands outdoors, man in background watches.	The couple is in love.	neutral
The cyclist drops out of the race after slowing down to round a corner.	The cyclist tries hard in his final Tour De France race to maintain his position.	contradiction
The cyclist puts great effort into keeping his position after slowly down to round a corner during his last Tour de France.	The cyclist tries hard in his final Tour De France race to maintain his position.	entailment
The cyclist makes another push to try and keep his position after slowly down to round a corner.	The cyclist tries hard in his race to fall back from his position.	contradiction
The cyclist makes another push to try and keep his position after slowly down to round a corner.	The cyclist tries hard in his race to maintain his position.	entailment
A person in a red and black outfit climbing the side of an icy building.	the person climbs the mountain	contradiction
A person in a red and black outfit climbing the side of an icy mountain.	the medic climbs the mountain	neutral
A person in a red and black outfit climbing the side of an icy mountain.	No person climbs the mountain	contradiction
A person in a red and black outfit climbing the side of an icy landform.	the person climbs the mountain	neutral
People painting each other with bright colors.	There are people brightening up each others' arms with paint.	neutral
People painting each others arms bright colors.	There are people brightening up each others' arms with red paint.	neutral
People painting each others arms dark colors.	There are people brightening up each others' arms with paint.	contradiction
People painting each others arms bright colors.	There are people darkening each others' arms with paint.	contradiction
Men working in the ceiling of a bus station.	Men repairing a roof of the subway.	contradiction
Men working in the ceiling of a subway station.	The men aren't repairing the subway roof.	contradiction
Men working in the ceiling of a subway station.	The men are repairing the subway roof.	entailment
People being paid to work on the ceiling of a subway station.	Men repairing a roof of the subway.	entailment
Three men in a small boat are being lowered toward the water.	Three men prepare to search for water in the desert.	contradiction
Three men in a small boat are being lowered toward the water and getting ready for a fishing trip	Three men prepare for a fishing expedition.	entailment
Three men in a small boat are being lowered toward the water.	Three men prepare to not capsize the boat.	entailment
Three men in a small boat are being lowered toward the water are getting ready to escape the island.	Three men prepare for a fishing expedition.	contradiction
A little girl is riding in a container.	A child is playing with a garbage can.	neutral
A little girl is riding in a garbage container.	No children are playing with a garbage can.	contradiction
A little girl is riding in a garbage container.	A homeless child is riding in a garbage can.	neutral
A little girl is riding in a garbage truck.	A child is playing with a garbage can.	contradiction
A man, Cindy, being thrown out of the bar while being trampled by a bull. 	Cindy was thrown out of the bar.	entailment
A man being thrown out of the tavern while being trampled by a bull. 	Cindy was thrown out of the bar.	neutral
A man being thrown into the air while being trampled by a bull.	A man was thrown 15 feet high	neutral
A man being thrown into the air while being trampled by a bull.	A man was thrown off his feet	entailment
Two men sitting down inside, one of them holding an instrument case.	MEN STANDING INSIDE HOLDS AN INSTRUMENT	contradiction
Two men sitting down inside, both of them are holding a cake.	MEN SITTING INSDE HOLDS AN INSTRUMENT	contradiction
Two men sitting down inside, one of them holding something.	MEN SITTING INSDE HOLDS AN INSTRUMENT	neutral
Two men sitting down inside, one of them holding an instrument case.	MEN SITTING INSDE HOLDS A HEAVY INSTRUMENT	neutral
Four men in uniform are rowing down a river with people watching on the shore.	The four women are wearing uniforms.	contradiction
Four naked men are rowing down a river with people watching on the shore.	The four men are wearing uniforms.	contradiction
Four men are rowing down a river with people watching on the shore.	The four men are wearing uniforms.	neutral
Four men in uniform are rowing down a river with people watching on the shore.	The four men are wearing black uniforms.	neutral
An older man with a yellow blouse is reading something while he stands on stage.	A older man in a yellow blouse is reading on a stage	entailment
An older man with a yellow blouse is reading a flyer while he stands on stage.	A older man in a yellow blouse is reading a novel on a stage	contradiction
An older man with a yellow blouse is reading a novel while he stands on stage.	A older man in a yellow blouse is reading a novel on a stage	entailment
An older man with a yellow blouse is reading something while he stands on stage.	A older man in a yellow blouse is writing a novel on a stage.	contradiction
A boy in a blue sweatshirt playing Frisbee with his pets.	a boy plays frisbee with two cats	neutral
A boy in a blue sweatshirt playing Frisbee with two black dogs.	A boy plays frisbee with two healthy dogs.	neutral
A boy in a blue sweatshirt playing Frisbee with two black dogs.	A boy plays frisbee with two dogs.	entailment
A boy in a blue sweatshirt playing Frisbee with two black cats.	a boy plays frisbee with two cats	entailment
A man with sunglasses and earphones is on a city street holding an mp3 player in his hand.	A man is sleeping with music.	contradiction
A man with sunglasses and earphones is on a city street holding an mp3 player in his hand.	A man is outdoors with music.	entailment
