sentence1	sentence2	gold_label
A man in a navy blue jacket holding a tool in his dirty hand.	A man is holding a stool.	contradiction
A man in a navy blue jacket holding a tool in his dirty hand.	A man is holding a tool.	entailment
A black dog and a dog that is brown and white stand in the water.	Five cats are in the water.	contradiction
A black dog and a dog that is brown and white stand in the water.	Two dogs are in the mineral water.	neutral
Older man standing next to a green, yellow and white taxi.	older man next to a taxi.	entailment
Older man standing next to a green, yellow and white taxi.	lder man next to a bicycle.	contradiction
A group of women dressed as characters from star treck.	A group of women are are wearing costumes.	entailment
A group of women dressed as characters from star treck.	A group of women are wearing wigs.	neutral
One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.	A dog catches a frisbee thrown by school bus man.	neutral
One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.	A man sits on a school bus.	entailment
People are eating in a restaurant.	There are people only outdoors.	contradiction
People are eating in a restaurant.	There are ten people indoors.	neutral
A city square with a large red wall and people walking about.	City square with a red wall and people.	entailment
A city square with a large red wall and people walking about.	Square of capital city with a red wall and people.	neutral
A dog with its mouth open running through a field torwards the camera.	A dog is running inside.	contradiction
A dog with its mouth open running through a field torwards the camera.	A cat is running outside.	neutral
Young men wave flags in a crowd outside of a glassy building.	The men are waving flags near the tall building.	neutral
Young men wave flags in a crowd outside of a glassy building.	The men are waving flags.	entailment
Two women are sitting and talking.	Two men are talking while they sit together.	contradiction
Two women are sitting and talking.	Two women are in love.	neutral
Young girl with a pink barrette in her hair playing the violin.	The girl is playing Mozart on the violin.	neutral
Young girl with a pink barrette in her hair playing the violin.	The girl is playing the guitar.	contradiction
This is a you boy with a skateboard	There is a girl riding her skateboard and a boy with a skateboard.	neutral
This is a you boy with a skateboard	A boy with a skateboard	entailment
Three women in bright colors and headdresses are holding love message cards.	Women in bright clothing have love notes.	entailment
Three women in bright colors and headdresses are holding love message cards.	The people are dancing in bright colors.	neutral
The blue jersey softball player is sliding on to base kicking up sand, while the red jersey softball player is trying to tag her out.	Two teams are playing softball.	entailment
The blue jersey softball player is sliding on to base kicking up sand, while the red jersey softball player is trying to tag her out.	Two good  softball players are having fun.	contradiction
The young couple are enjoying something to drink.	The drinks are being enjoyed by the young couple sipping on them.	entailment
The young couple are enjoying something to drink.	The young couple hates the drinks they were served.	contradiction
A group of formally dressed coeds are dancing in a colorfully lit room.	People are dancing.	entailment
A group of formally dressed coeds are dancing in a colorfully lit room.	A group is having fun.	neutral
A teenager hurtling over lawn chairs in a yard.	There are white chairs.	neutral
A teenager hurtling over lawn chairs in a yard.	There are tables.	contradiction
A shirtless man in gray pants works at a conveyor belt beside a blue tarp on a boat which is surrounded by gray water.	A man with clothes on in a  house.	contradiction
A shirtless man in gray pants works at a conveyor belt beside a blue tarp on a boat which is surrounded by gray water.	A shirtless man works at beside a blue tarp.	entailment
There is a group of five men in dark blue outfits and one is playing an accordion.	A lot of men.	entailment
There is a group of five men in dark blue outfits and one is playing an accordion.	A lot of tall women.	contradiction
A black man sits at a sewing machine on the sidewalk in front of a home, working on a project of some sort.	The man is sewing clothing.	neutral
A black man sits at a sewing machine on the sidewalk in front of a home, working on a project of some sort.	A man is inside.	contradiction
Four people are riding in a bright orange boat wearing life vests and white helmets.	Some people are in a canoe.	contradiction
Four people are riding in a bright orange boat wearing life vests and white helmets.	Some people are in an orange boat.	entailment
A band consisting of a guitar payer, banjo player, and accordion player, performs as a group of middle-aged people dance on the dance floor.	The band is performing for a group old of old people.	contradiction
A band consisting of a guitar payer, banjo player, and accordion player, performs as a group of middle-aged people dance on the dance floor.	The band is performing for a group of middles aged people.	entailment
Men stand at the edge of a large hole in the street as cement is poured into the hole.	Men standing near wet cement.	entailment
Men stand at the edge of a large hole in the street as cement is poured into the hole.	Men standing near a frozen lake.	contradiction
A man in a colorful shirt speaks at a microphone.	A person's voice is very deep.	neutral
A man in a colorful shirt speaks at a microphone.	A dog's voice is amplified.	contradiction
Two people are swimming in a pool with a ball.	Two people are wet.	entailment
Two people are swimming in a pool with a ball.	Two people are playing ice hockey.	contradiction
A small and gray dog chases a large bull who is jumping away from it.	The bull is jumping away from the dog, who is chasing it.	entailment
A small and gray dog chases a large bull who is jumping away from it.	The gray dog has chasing the bull catches up to it.	neutral
An elderly nun handles knit items.	The tall nun is handling  knits.	neutral
An elderly nun handles knit items.	The nun is handling  knits.	entailment
Man in a blue coat holding a sign.	A sign was held by a man in a blue coat.	entailment
Man in a blue coat holding a sign.	No one wearing a blue coat held a sign.	contradiction
Man in blue shirt is having a conversation with the man in the jacket.	A man is talking with another man whose in a jacket.	entailment
Man in blue shirt is having a conversation with the man in the jacket.	Two men are hiding from another man.	neutral
A crowd of people watch a street performer do a trick with a fancy pogo stick.	A crowd of people inside.	contradiction
A crowd of people watch a street performer do a trick with a fancy pogo stick.	A crowd of smiling people outside.	neutral
A woman and child are on the floor looking at a book.	The woman and her child are looking at a book	entailment
A woman and child are on the floor looking at a book.	The woman and her child are reading a magazine	contradiction
A black dog is running through the shallow edge of a large body of water.	A black dog is running in the spaceship with no water.	contradiction
A black dog is running through the shallow edge of a large body of water.	A black dog is running in the water and chasing a frisbee.	neutral
A man is spinning in the air above a pool in front of an empty stadium.	A man is in front of the empty stadium.	entailment
A man is spinning in the air above a pool in front of an empty stadium.	A man is doing an aerobatic performance in front of an empty stadium.	neutral
Two people in shorts hike on the snow in the mountains with a lake in the background.	The people are hiking in the snow.	entailment
Two people in shorts hike on the snow in the mountains with a lake in the background.	The people are very cold.	neutral
A young child in violet clothes arches her back and touches the ground with her hands so that she is looking outward and upside down.	A young girl in clothing.	entailment
A young child in violet clothes arches her back and touches the ground with her hands so that she is looking outward and upside down.	A old person in clothing.	contradiction
A short-haired fairly young women is running in some type of race and is a man behind her running in the same race.	The man is running behind the woman.	entailment
A short-haired fairly young women is running in some type of race and is a man behind her running in the same race.	The woman is running behind the man.	contradiction
A girl in a dark shirt has stripes painted under her eyes while another girl stands in the foreground.	The girls are at a football game.	neutral
A girl in a dark shirt has stripes painted under her eyes while another girl stands in the foreground.	There is only one girl.	contradiction
Two old women making food.	Two women make italian food.	neutral
Two old women making food.	Two women make clothing.	contradiction
A man dressed in gold with his gold bike stops to look at the city.	A man is with his bike.	entailment
A man dressed in gold with his gold bike stops to look at the city.	A young man is with his bike.	neutral
Fuzzy dark gray dog running along a dirt path with weeds on the sides.	The dog is outside at night.	neutral
Fuzzy dark gray dog running along a dirt path with weeds on the sides.	The dog is inside.	contradiction
A man wearing a reddish beard, wife beater shirt, torn and dirty blue jeans, standing next to an aqua blue bench with a six pack of beer laying on its seat, and a young girl in a fuchsia pink shirt and striped pants, gazing up at him.	The man is wearing blue jeans.	entailment
A man wearing a reddish beard, wife beater shirt, torn and dirty blue jeans, standing next to an aqua blue bench with a six pack of beer laying on its seat, and a young girl in a fuchsia pink shirt and striped pants, gazing up at him.	The young girl is looking down at her feet.	contradiction
There are four canoes in the background, beautiful green grass, with three kids standing at the shore of the lake, that is crystal and crisp looking, and there is a redheaded boy wearing a red shirt, red life vest, and is in a yellow kayak, with a double ended yellow paddle.	A lake with kids nearby.	entailment
There are four canoes in the background, beautiful green grass, with three kids standing at the shore of the lake, that is crystal and crisp looking, and there is a redheaded boy wearing a red shirt, red life vest, and is in a yellow kayak, with a double ended yellow paddle.	A lake with kids playing nearby.	neutral
Four men wearing helmets are working on a road.	The workers have helmets.	entailment
Four men wearing helmets are working on a road.	No one showed up to work today.	contradiction
An archer releases his arrow while another awaits his turn.	The archer is releasing an arrow.	entailment
An archer releases his arrow while another awaits his turn.	The archer is waiting his turn.	contradiction
A group of firemen in fire suits and oxygen tanks looking down into a manhole.	Some firemen are looking down into a manhole.	entailment
A group of firemen in fire suits and oxygen tanks looking down into a manhole.	Some firemen are smelling chili.	neutral
A woman in a white long-sleeve shirt is leaning against a sleeping man in a green plaid shirt to attempt to sleep while sitting in a bus.	There is no man looking out any window.	contradiction
A woman in a white long-sleeve shirt is leaning against a sleeping man in a green plaid shirt to attempt to sleep while sitting in a bus.	The man on the bus is looking out the window.	entailment
A race car takes a turn on a dirt road.	A racing car turns on the road.	entailment
A race car takes a turn on a dirt road.	A racing car overturns on the road.	contradiction
A small girl reaches for a black hat as the vendor stands by.	The vendor is far away.	contradiction
A small girl reaches for a black hat as the vendor stands by.	The vendor is tired.	neutral
A technician uses microscope to solder a circuit board.	The technician is soldering.	entailment
A technician uses microscope to solder a circuit board.	The female technician is soldering a circuit board	neutral
A man wades in the water and watches a waterfall.	A man is in the water.	entailment
A man wades in the water and watches a waterfall.	A man enjoys the view of the waterfall.	neutral
A man with a shaved head is kissing another man on the cheek.	The two men head towards each others mouth.	neutral
A man with a shaved head is kissing another man on the cheek.	The two men exchange a kiss.	entailment
A guy on a skateboard doing a flip over a fire thing.	a guy doing flips outside	neutral
A guy on a skateboard doing a flip over a fire thing.	a guy doing throws	contradiction
Workers in a factory watch a machine.	Workers watch a machine.	entailment
Workers in a factory watch a machine.	Workers contemplate their security guards.	contradiction
a man wearing a yellow shirt and white hard hat stands inside a crevice between two rock faces.	A man stands outside a crevice between four rocks.	contradiction
a man wearing a yellow shirt and white hard hat stands inside a crevice between two rock faces.	A man wearing a yellow shirt inspects a crevice between two rock faces.	entailment
Two people look over a terrace wall.	Two people are laying down.	contradiction
Two people look over a terrace wall.	Two people are on their tiptoes.	neutral
A man is wearing an apron, standing in the kitchen holding a plate.	The man is holding a kitchen	contradiction
A man is wearing an apron, standing in the kitchen holding a plate.	The man is holding a plate.	entailment
Men race their bikes on a road.	Men are racing their bikes.	entailment
Men race their bikes on a road.	Men are racing their bikes on the  grass.	contradiction
A man in glasses eating under a tree.	the guy eats under the bridge	contradiction
A man in glasses eating under a tree.	the guy eats a sandwich under the tree	neutral
Two women jogging down a sidewalk in front of a person leaning on a bench in front of a lake. with another person	The women are jogging down a muddy sidewalk.	neutral
Two women jogging down a sidewalk in front of a person leaning on a bench in front of a lake. with another person	The women are jogging down a sidewalk.	entailment
A man known as Deleon speaks at a Q&A.	Deleon is reading quietly about sex.	contradiction
A man known as Deleon speaks at a Q&A.	Deleon is speaking in front of people.	entailment
a man in white shorts and a black shirt is paragliding on the ocean	A man is swimming in the ocean.	contradiction
a man in white shorts and a black shirt is paragliding on the ocean	A man is paragliding over the ocean.	entailment
A crowded day with many skiers and snowboarders on the slopes.	There are people on the slopes at Mount Everest.	neutral
A crowded day with many skiers and snowboarders on the slopes.	There is nobody on the slopes.	contradiction
Three young girls chapping and texting on a cellphone.	Three young girls are sending texts to each other.	neutral
Three young girls chapping and texting on a cellphone.	Three girls are sending texts on their phones.	entailment
Four people rollerskating with spectators in the background.	People are rollerskating inside.	neutral
Four people rollerskating with spectators in the background.	People are not rollerskating.	contradiction
Two girls, one asian and one white, are in white lab coats working on something from a yellow box.	The girls are in lab coats working on the contents of a blue box.	contradiction
Two girls, one asian and one white, are in white lab coats working on something from a yellow box.	The girls are in lab coats and goggles working on the contents of a yellow box.	neutral
A middle-aged woman wearing a black sleeveless blouse applies mascara in a mirror.	The woman is wearing a black blouse.	entailment
A middle-aged woman wearing a black sleeveless blouse applies mascara in a mirror.	The woman is twenty years old.	contradiction
A surgery being performed by two surgeons who are operating being a pale blue sheet.	Two doctors are performing surgery.	entailment
A surgery being performed by two surgeons who are operating being a pale blue sheet.	Two doctors are friends.	neutral
A woman is standing in front of a counter at a cafe.	a woman stands near a cafe	entailment
A woman is standing in front of a counter at a cafe.	a woman stands near a famous cafe	neutral
A woman, dressed in old fashioned clothing sews a piece of material as she sits in a wooden chair besides a red brick building.	The woman is near a blue building.	contradiction
A woman, dressed in old fashioned clothing sews a piece of material as she sits in a wooden chair besides a red brick building.	The woman is near a red government building.	neutral
A group of people are sitting outside on stone steps.	A group of people are sitting.	entailment
A group of people are sitting outside on stone steps.	A group of five people are sitting.	neutral
A man is sitting on the floor outside a door and his head on his chin.	The man sitting on the floor outside a door.	entailment
A man is sitting on the floor outside a door and his head on his chin.	The man sitting on the floor at a door.	contradiction
A sandy brown dog is playing with a soccer ball outside.	A puppy running after a soccer ball.	entailment
A sandy brown dog is playing with a soccer ball outside.	A puppy running away from a soccer ball.	contradiction
Two men in Germany jumping over a rail at the same time without shirts.	Two men are jumping.	neutral
Two men in Germany jumping over a rail at the same time without shirts.	Two men are jumped over the rail in a goofy manner.	entailment
The goalie, wearing a yellow and black uniform, is holding the soccer ball in front of the goal while a player, wearing a baby blue uniform, runs behind him.	People are inside playing soccer.	entailment
The goalie, wearing a yellow and black uniform, is holding the soccer ball in front of the goal while a player, wearing a baby blue uniform, runs behind him.	People are inside playing a sport.	neutral
A rodeo clown hands out American flags.	The rodeo clown is handing out flags.	entailment
A rodeo clown hands out American flags.	The rodeo clown is running while handing out American flags.	neutral
Women in a rock band perform on stage.	Women are learning.	contradiction
Women in a rock band perform on stage.	Women are performing.	entailment
"A man is standing in the doorway of a building containing a garage door painted with ""No Parking."	A man is standing in the doorway.	entailment
"A man is standing in the doorway of a building containing a garage door painted with ""No Parking."	The man is sitting at home watching TV.	contradiction
Three men discuss business over beers at a bar.	They are quietly drinking beer.	contradiction
Three men discuss business over beers at a bar.	They are talking while drinking beer.	entailment
A boy and girl are standing together, one is holding a plate of desserts.	The children are standing together.	entailment
A boy and girl are standing together, one is holding a plate of desserts.	The children are in the kitchen.	neutral
A black male is standing by himself on a sidewalk with two people walking in the background, man is wearing a black argyle sweater with blue, green, and white on it with a shirt hanging out under, blue jeans and blank canvas looking shoes.	The people are all outdoors.	entailment
A black male is standing by himself on a sidewalk with two people walking in the background, man is wearing a black argyle sweater with blue, green, and white on it with a shirt hanging out under, blue jeans and blank canvas looking shoes.	The people are all in a big city.	neutral
A black singer with short, spiked hair plays guitar and sings, while a bassist plays behind him.	Someone is singing.	entailment
A black singer with short, spiked hair plays guitar and sings, while a bassist plays behind him.	No one is singing.	contradiction
A little boy sitting in front of a store in a somewhat run down neighborhood.	A boy sitting in front of a store in an brand new neighborhood.	contradiction
A little boy sitting in front of a store in a somewhat run down neighborhood.	A boy sitting in front of a store in an old neighborhood in New York.	neutral
A group of five black children push and pull a cart loaded with bricks while two other children ride atop.	The kids are pushing the cart	entailment
A group of five black children push and pull a cart loaded with bricks while two other children ride atop.	The kids are playing on the cart	neutral
A view of a park during the daytime with large skyscrapers in the background.	It is daytime outside	entailment
A view of a park during the daytime with large skyscrapers in the background.	It is nighttime outside	contradiction
A dog catching a Frisbee in midair while a girl watches from the side.	A dog is playing with the cat.	contradiction
A dog catching a Frisbee in midair while a girl watches from the side.	A dog is playing with his owner.	neutral
A child has fun with a blender in the kitchen.	A bored and somewhat angry child uses a blender to make his very first margarita, which he hopes contains a real worm in the tequila.	neutral
A child has fun with a blender in the kitchen.	A child uses a toaster oven.	contradiction
A woman in a string bathing suit with a man on a boardwalk on a foggy day.	A woman and man in the sun.	contradiction
A woman in a string bathing suit with a man on a boardwalk on a foggy day.	A woman and man in the fog.	entailment
Two boxers are fighting and the one in the blue short is attempting to block a punch.	Both boxers wore shorts.	entailment
Two boxers are fighting and the one in the blue short is attempting to block a punch.	Both boxers wore blue shorts.	neutral
A man with a surprised look on his face holds a large portfolio.	a man in a suit.	neutral
A man with a surprised look on his face holds a large portfolio.	a man holding a portfolio.	entailment
A man wearing a denim jacket taking a photograph.	A woman wearing a dress is taking a photo.	contradiction
A man wearing a denim jacket taking a photograph.	A korean man wearing a jean jacket is taking a photo.	neutral
A woman is attempting to lie on a tree branch.	There is a woman who is up on a fence.	contradiction
A woman is attempting to lie on a tree branch.	There is a person who is trying to lie on a low hanging tree branch.	neutral
People working on flowers at a flower stand.	People are selling flowers.	entailment
People working on flowers at a flower stand.	People are selling something.	neutral
Two children, one in a yellow shirt and the other in red rain boots, swing on the swings at a playground.	The children are swinging on blue swings.	neutral
Two children, one in a yellow shirt and the other in red rain boots, swing on the swings at a playground.	The children are swinging on swings.	entailment
A man and three women are preparing a meal indoors.	A group of people cooking outside	contradiction
A man and three women are preparing a meal indoors.	A group of people cooking together	neutral
A greyhound is active in a grassy field.	The dog is on the grass.	entailment
A greyhound is active in a grassy field.	The dog is on the grass during the summer.	neutral
A man without a shirt is standing next to two other men in front of a large boat.	Guys by a large boat.	entailment
A man without a shirt is standing next to two other men in front of a large boat.	Guys by a famous painting.	contradiction
A man is singing into a microphone.	A band member is playing the drums while the man sings.	neutral
A man is singing into a microphone.	A man is singing.	entailment
A little girl cutting up paper.	A girl has paper.	entailment
A little girl cutting up paper.	A girl glues some paper.	contradiction
A man in an orange vest is facing away from the camera rising on a bus.	A man faces away from the camera.	entailment
A man in an orange vest is facing away from the camera rising on a bus.	A man faces towards the bus.	contradiction
Three children playing on swings in a small park, one little girl wearing pink has her stomach on the swing, a little boy wearing navy track pants and a yellow shirt is half on and half off the swing, and the last little boy is standing in front of the boy on the swing.	Silly humans sleeping	contradiction
Three children playing on swings in a small park, one little girl wearing pink has her stomach on the swing, a little boy wearing navy track pants and a yellow shirt is half on and half off the swing, and the last little boy is standing in front of the boy on the swing.	Young humans playing.	entailment
A group of children gathers together to watch a school play.	Children are sleeping at a movie.	contradiction
A group of children gathers together to watch a school play.	Children are watching a school play.	entailment
A woman in a light pink sweater casting a fishing line into a lake.	A woman wearing pink is cycling.	contradiction
A woman in a light pink sweater casting a fishing line into a lake.	A woman wearing pink is catching fish for dinner.	neutral
Two children, a boy in a blue shorts suit and a girl in a blue jumper, have a conversation in the hallway of a church.	No children are inside a church.	contradiction
Two children, a boy in a blue shorts suit and a girl in a blue jumper, have a conversation in the hallway of a church.	Two children are alone in a church.	neutral
A woman with dark hair who is wearing an orange bikini lays out on a wicker chair.	A woman with dark brown hair is laying outside.	neutral
A woman with dark hair who is wearing an orange bikini lays out on a wicker chair.	A woman with dark hair is laying in her bed.	contradiction
Rocks surround the feet of an adventurer, burrowing into an underground cave.	A person sitting at a cave surrounded by rocks outdoors.	contradiction
Rocks surround the feet of an adventurer, burrowing into an underground cave.	A person standing at a cave surrounded by limestone rocks outdoors.	neutral
Three people, the one in the center has a bag, are crossing a busy street.	Three people cross a street at an intersection.	neutral
Three people, the one in the center has a bag, are crossing a busy street.	Two people cross a street.	contradiction
A man with a helmet and a cellphone is sitting on his moped at a crosswalk.	man uses phone on street	neutral
A man with a helmet and a cellphone is sitting on his moped at a crosswalk.	woman uses phone on busy street	contradiction
A person covered in soapy water is getting cleaned off.	Someone is washing up with hot water and soap.	neutral
A person covered in soapy water is getting cleaned off.	Someone is washing a car with water and soap.	contradiction
A fireman standing on top of a firetruck.	A man stands on top of a truck every day.	neutral
A fireman standing on top of a firetruck.	A man sits under a truck.	contradiction
A lady in black pants, white t-shirt with red writing across breast, doing a stretch exercise on top of a concrete sphere with a 18th century building surrounding the sphere.	A woman is stretching on top of a sphere made of concrete with an 18th century building surrounding the sphere.	contradiction
A lady in black pants, white t-shirt with red writing across breast, doing a stretch exercise on top of a concrete sphere with a 18th century building surrounding the sphere.	A woman is reading beside a sphere inside an 18th century building.	neutral
A man jumping a bicycle over a dirt path surrounded by trees.	A man jumping a bicycle over a dirt path surrounded by fir trees.	neutral
A man jumping a bicycle over a dirt path surrounded by trees.	A man jumping a bicycle over a brick path surrounded by trees.	contradiction
A man is in a tree holding a coconut	The man is outdoors at night.	neutral
A man is in a tree holding a coconut	The man is indoors.	contradiction
A small boy in a blue shirt splashes water in a baby pool outside.	A girl is inside.	contradiction
A small boy in a blue shirt splashes water in a baby pool outside.	A short boy is outside.	neutral
Two track and field sprinters are running side by side.	Two sprinters are practicing running.	neutral
Two track and field sprinters are running side by side.	Two sprinters are running next to each other.	entailment
Someone is climbing vertically a wall of ice.	a tall wall of ice is being climbed	neutral
Someone is climbing vertically a wall of ice.	a wall of ice is being descended	contradiction
Two people are sitting on a bench, and one women is standing by them.	The bench next to them is empty	neutral
Two people are sitting on a bench, and one women is standing by them.	The bench is occupied	entailment
A man in a white shirt is fixing the tire of a crimson bike.	A human fixing a tire.	entailment
A man in a white shirt is fixing the tire of a crimson bike.	A tall human fixing a tire on a car.	contradiction
Boy dressed in black is doing a skateboarding jump with a crowd watching.	A boy in black.	entailment
Boy dressed in black is doing a skateboarding jump with a crowd watching.	A tall woman in black.	contradiction
Two men are sitting at a desk and one man is touching the jacket of one of the first men.	There are two men sitting at a computer desk.	neutral
Two men are sitting at a desk and one man is touching the jacket of one of the first men.	There are two men sitting at a desk.	entailment
A man standing on the street in a black jacket near a Glasgow trashcan.	The man enjoys being next to the trashcan.	neutral
A man standing on the street in a black jacket near a Glasgow trashcan.	The black jacket is being worn by the man.	entailment
A man in a blue shirt and black shorts has an orange sun visor on his head.	The man is wearing a blue visor.	contradiction
A man in a blue shirt and black shorts has an orange sun visor on his head.	The man is wearing an orange visor.	entailment
A woman reaching for an item on a table.	A woman reaches for something only on the ground.	contradiction
A woman reaching for an item on a table.	A woman reaches for something on the table that is heavy.	neutral
A young girl in white has pinned down another girl wearing blue that is lying face down on the ground.	A young girl pins down another girl.	entailment
A young girl in white has pinned down another girl wearing blue that is lying face down on the ground.	A young boy pins down another girl.	contradiction
a black woman is talking to three young men.	A woman is yelling at three young men.	neutral
a black woman is talking to three young men.	A woman is talking to three young men.	entailment
A person wearing a short-sleeved light blue shirt over a long-sleeved white shirt and blue jeans is holding a long-lensed camera to his face while standing next to a red colored railroad car.	A person is wearing a shirt.	entailment
A person wearing a short-sleeved light blue shirt over a long-sleeved white shirt and blue jeans is holding a long-lensed camera to his face while standing next to a red colored railroad car.	A person is wearing a black shirt.	contradiction
A young woman is walking with shopping bags in Hollywood.	A woman walking in Hollywood.	neutral
A young woman is walking with shopping bags in Hollywood.	A woman walking  in Hollywood with shopping bags is uncommon.	contradiction
A male teen in a white hat looks at a coffee maker at the store.	The teen is looking at a coffee maker.	entailment
A male teen in a white hat looks at a coffee maker at the store.	The teen is looking for other things.	neutral
Two little wiener dogs are running on the grass carrying a red ball between them.	Two little cats are carrying a red ball together as they run on the grass.	contradiction
Two little wiener dogs are running on the grass carrying a red ball between them.	Two little wiener dogs are carrying a red ball together as they run on the grass during the summer.	neutral
A dog swimming along the ocean with a bark in its mouth.	A dog with bark in its mouth, is swimming in the ocean.	entailment
A dog swimming along the ocean with a bark in its mouth.	A dog with a bird in it's mouth swam back to shore.	contradiction
A man is walking down a deserted street.	The street is busy	contradiction
A man is walking down a deserted street.	The street is empty but for one tall man	neutral
Two men in army uniforms stand next to a woman.	Three men are near a woman.	contradiction
Two men in army uniforms stand next to a woman.	Two tall men are near a woman.	neutral
A man stands in the distance on the ocean while he stands on a small boat.	The boat is on the river.	contradiction
A man stands in the distance on the ocean while he stands on a small boat.	The boat is where the man stands.	entailment
Trash litters the ground.	There is no trash on the ground.	contradiction
Trash litters the ground.	An empty bottle is on the ground.	neutral
Teenage girls in a dance recital.	Young girls in a ballet  performance.	neutral
Teenage girls in a dance recital.	Young girls in a dance performance.	entailment
A man in an orange shirt is standing next to a railway line.	The man is wearing an orange shirt.	entailment
A man in an orange shirt is standing next to a railway line.	The man is wearing a bright orange shirt.	neutral
An African American woman carrying yellow fruit on her head walking away from a building.	The woman is walking home.	neutral
An African American woman carrying yellow fruit on her head walking away from a building.	The woman is sitting.	contradiction
Two men on a boat fishing	Two men are experienced fishermen.	neutral
Two men on a boat fishing	Two women are outdoors.	contradiction
A person is walking on a sidewalk and a skeleton is on the left inside of a fence.	A person is walking on the sidewalk through the woods.	neutral
A person is walking on a sidewalk and a skeleton is on the left inside of a fence.	A person is moving quickly on the sidewalk.	entailment
Young boy standing next to water casting his fishing rod with others next to him.	A young boy is swimming.	contradiction
Young boy standing next to water casting his fishing rod with others next to him.	A young boy is fishing for trout.	neutral
A blond woman is in her kitchen holding a knife and graham crackers as she is making pie with cranberries and cherries.	The woman is making a pie with fruit and nuts.	neutral
A blond woman is in her kitchen holding a knife and graham crackers as she is making pie with cranberries and cherries.	The woman is making a pie with cranberries and cherries.	entailment
Businessman with briefcase walks up beautiful staircase.	Businessman with a briefcase walks up a staircase to his office.	neutral
Businessman with briefcase walks up beautiful staircase.	Businesswoman with a briefcase walks up a staircase.	contradiction
A concert stage with four musicians.	There are amateur musicians putting on a concert.	neutral
A concert stage with four musicians.	There are animals putting on a concert.	contradiction
Two men hanging out together.	Five girls are hanging out	contradiction
Two men hanging out together.	Two men are hanging out	entailment
A group of children wait in two lines outdoors.	Some children are waiting in line for food.	neutral
A group of children wait in two lines outdoors.	Some adu;ts are waiting in line.	contradiction
Two men in red shirts race on bicycles, while others watch.	men on mountain bikes	neutral
Two men in red shirts race on bicycles, while others watch.	men on skates	contradiction
A young child with blond-hair and yellow boots plays with a shovel, rocks and a dump truck.	A child is playing.	entailment
A young child with blond-hair and yellow boots plays with a shovel, rocks and a dump truck.	An old man is digging for buried treasure.	contradiction
People gather around a car wash.	People see cars.	neutral
People gather around a car wash.	People at church.	contradiction
A brown boat is packed with goods and people.	There are people on the boat.	entailment
A brown boat is packed with goods and people.	There are diamonds on the boat.	neutral
A young woman in a blue shirt stands, holding a young girl in a denim dress.	the woman has on a black shirt	contradiction
A young woman in a blue shirt stands, holding a young girl in a denim dress.	the woman is wearing a shirt	entailment
Asian man standing under mailbox.	Man waiting for mail.	neutral
Asian man standing under mailbox.	Man under a mailbox.	entailment
Two women, one blond and one brunette, eating candy.	Two women eating Jolly Ranchers.	neutral
Two women, one blond and one brunette, eating candy.	Two women eating candy.	entailment
a asian man gives an evil eye to the camera.	The man is asian.	entailment
a asian man gives an evil eye to the camera.	The man is only joking.	neutral
Three guys sitting on rocks looking at the scenery.	The people are not standing.	entailment
Three guys sitting on rocks looking at the scenery.	The people are enjoying a soft seat.	contradiction
Two men, dressed in black, are standing on a sidewalk in an urban area while one lights a cigarette.	Two Asian men are standing on the sidewalk.	neutral
Two men, dressed in black, are standing on a sidewalk in an urban area while one lights a cigarette.	Two women are standing on the sidewalk.	contradiction
Two men play in a band, one on electric guitar and the other on drums, on stage in front of a crowd.	Three women are playing music fora group of people.	contradiction
Two men play in a band, one on electric guitar and the other on drums, on stage in front of a crowd.	Two men are playing music fora group of people for money.	neutral
Black and white bird standing on hand of someone holding sunflower seeds	A bird on the hand of a person.	entailment
Black and white bird standing on hand of someone holding sunflower seeds	A pigeon on the hand of a person.	neutral
Three ice skaters round a corner.	The skaters are around the corner	neutral
Three ice skaters round a corner.	The roller skaters are around the corner	contradiction
Children pose in front of a man on a motorcycle in a dirt lot.	The children are posing in front of a man.	entailment
Children pose in front of a man on a motorcycle in a dirt lot.	The children are posing behind a man.	contradiction
While singing into the microphone the man in the black shirt plays an acoustic guitar.	A man in a black shirt plays the guitar while he sings.	entailment
While singing into the microphone the man in the black shirt plays an acoustic guitar.	A man in a black shirt sings at a business meeting.	neutral
On a street in Korea a man is pulling a two-wheeled cart, piled high with a chair and cardboard and other things while behind him are a car and a truck and a street level billboard.	A man on a street in Korea is pulling a car filled with cardboard and a chair.	contradiction
On a street in Korea a man is pulling a two-wheeled cart, piled high with a chair and cardboard and other things while behind him are a car and a truck and a street level billboard.	A man on a street in Korea0 is pulling a cart filled with cardboard and a chair to the recycling center. 	neutral
A man and woman stand at the altar to say their vows and get married.	A couple is getting divorced.	contradiction
A man and woman stand at the altar to say their vows and get married.	A couple is getting married during the summer.	neutral
The girl does freestyle Frisbee tricks with her dog at the baseball park.	A girl is playing with her dog.	entailment
The girl does freestyle Frisbee tricks with her dog at the baseball park.	A girl is teaching her golden retriever dog new tricks.	neutral
Man wearing a hat with an NBA logo and a black leather jacket reading a book while waiting for the subway.	The man is reading the bible.	neutral
Man wearing a hat with an NBA logo and a black leather jacket reading a book while waiting for the subway.	The man is reading.	entailment
A surgeon performing surgery.	patients are treated in hospital	entailment
A surgeon performing surgery.	people are standing in hospital	neutral
