sentence1	sentence2	gold_label
A young woman is walking with shopping bags in Hollywood.	A woman walking	entailment
A male teen in a white hat looks at a coffee maker at the store.	The teen is looking for his girlfriend.	contradiction
Two little wiener dogs are running on the grass carrying a red ball between them.	Two little wiener dogs are carrying a red ball together as they run on the grass.	entailment
A dog swimming along the ocean with a bark in its mouth.	A dog swimming back to shore	neutral
A man is walking down a deserted street.	The street is empty but for one man	entailment
Two men in army uniforms stand next to a woman.	Two men are near a woman.	entailment
A man stands in the distance on the ocean while he stands on a small boat.	The boat is painted blue.	neutral
Trash litters the ground.	There is trash on the ground.	entailment
Teenage girls in a dance recital.	Young boys played football.	contradiction
A man in an orange shirt is standing next to a railway line.	The man is wearing a purple shirt.	contradiction
An African American woman carrying yellow fruit on her head walking away from a building.	The woman is walking	entailment
Two men on a boat fishing	Two men are outdoors.	entailment
A person is walking on a sidewalk and a skeleton is on the left inside of a fence.	A person is running through the woods.	contradiction
Young boy standing next to water casting his fishing rod with others next to him.	A young boy is fishing.	entailment
A blond woman is in her kitchen holding a knife and graham crackers as she is making pie with cranberries and cherries.	The woman is making a pie with blueberries and walnuts.	contradiction
Businessman with briefcase walks up beautiful staircase.	Businessman with a briefcase walks up a staircase.	entailment
A concert stage with four musicians.	There are people putting on a concert.	entailment
Two men hanging out together.	Two men play videogames together	neutral
A group of children wait in two lines outdoors.	Some children are waiting in line.	entailment
Two men in red shirts race on bicycles, while others watch.	men on bikes	entailment
A young child with blond-hair and yellow boots plays with a shovel, rocks and a dump truck.	A child is digging for buried treasure.	neutral
People gather around a car wash.	People at a car wash.	entailment
A brown boat is packed with goods and people.	There is a bus on the boat.	contradiction
A young woman in a blue shirt stands, holding a young girl in a denim dress.	the woman is sad	neutral
Asian man standing under mailbox.	Man sweeping the sidewalk.	contradiction
Two women, one blond and one brunette, eating candy.	Two woman eating hotdogs.	contradiction
a asian man gives an evil eye to the camera.	the goat eats cheese	contradiction
Three guys sitting on rocks looking at the scenery.	The people are outside.	neutral
Two men, dressed in black, are standing on a sidewalk in an urban area while one lights a cigarette.	Two men are standing on the sidewalk.	entailment
Two men play in a band, one on electric guitar and the other on drums, on stage in front of a crowd.	Two men are playing music fora group of people.	entailment
Black and white bird standing on hand of someone holding sunflower seeds	Two yellow birds waited on the ground for seeds to drop from a hand.	contradiction
Three ice skaters round a corner.	The ice skaters are around the corner	entailment
Children pose in front of a man on a motorcycle in a dirt lot.	The children are taking a picturw	neutral
While singing into the microphone the man in the black shirt plays an acoustic guitar.	A man in black is taking notes at the business meeting.	contradiction
On a street in Korea a man is pulling a two-wheeled cart, piled high with a chair and cardboard and other things while behind him are a car and a truck and a street level billboard.	A man on a street in Korea is pulling a cart filled with chair and cardboard.	entailment
A man and woman stand at the altar to say their vows and get married.	A couple is getting married.	entailment
The girl does freestyle Frisbee tricks with her dog at the baseball park.	A girl and her dog take a nap in the grass.	contradiction
Man wearing a hat with an NBA logo and a black leather jacket reading a book while waiting for the subway.	The man is sleeping.	contradiction
A surgeon performing surgery.	patients are standing in hospital	contradiction
Aid big guy wearing an orange jumpsuit is talking to a skinny lady who's dressed up with a long skirt is standing on the freeway looking at the red Motorcycle that crash	A man and woman stand on the freeway near a motorcycle crash.	entailment
Four people are strapped into some kind of amusement park ride.	Four people are having some fun.	entailment
A boy wearing a life vest suspended in the air.	The picture is of a boy caught in the middle of jumping into the cool water of the lake near his home.	neutral
Two old men, one holding a bag and one wearing a hat, walk down a leaf-covered path through the trees.	The old friends walk together through the arboretum.	neutral
A little boy in a yellow tee-shirt is taking a bite of a banana.	A little boy in yellow relaxes with some food.	neutral
A man walking up uneven, rocky, steps carrying a backpack loaded with vegetation.	A male scientist hikes out of a vally carrying specimens.	neutral
Children in school taking a picture with their teacher.	People are posing.	neutral
There is a produce section at a warehouse supermarket next to a deli counter.	The produce section is far away from the deli counter.	contradiction
There is a little asian girl with black hair and a white sweater eating a strawberry her eyes are cocked to the right and her fingers are wrapped around the long green vine that's coming from the fruit.	A girl is consuming a fresh fruit off a vine.	entailment
A group of people in a boat, white water rafting.	Some people are drowning.	contradiction
A girl is outside painting a picture of a lady on the side of the wall using chalk	The girl creates outdoor art.	entailment
The gentleman is quite well groomed.	The man is good looking.	entailment
A man and two women eating and drinking in a kitchen.	The man and two woman are indoors	entailment
A group of young men clowning around while enjoying a beverage.	A group of young men enjoy a beverage.	entailment
Two greyhounds with muzzles race along the inside curb of a railed dirt track.	Two cats with muzzles are racing.	contradiction
Two people outside building at sunset.	Two people waiting for friends to join them at a restaurant.	neutral
Several people riding camels 2 per camel in the desert.	People enjoying a desert tour.	neutral
An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.	There are no fruit in the display.	contradiction
A crowd of people in casual dress cheer at the camera from behind a barrier.	a crowd of people cheer from behind a barrier	entailment
A man is swinging on a rope swing into a lake.	A man is swinging out of a rope swing into a lake	neutral
Two men are walking past a building that looks like a castle.	The men are tourists.	neutral
A shirtless toddler staring out the window.	A little toddler is walking with his mother towards the park.	contradiction
Man in green shirt and black pants is jumping in the laundry room.	A man is jumping on a table in the laundry room.	neutral
Two young women are walking and having a conversation.	The women are walking to a friend's house.	neutral
A man is carrying a plastic case over his head amongst a group of people.	The plastic case contains money.	neutral
A man with his head close to a laptop pressing a button.	A man is using a laptop.	entailment
a brown and black dog running on a trail in the woods.	The dog is sleeping in the doghouse.	contradiction
man being thrown off horse in a rodeo	A brown horse throws off a man.	neutral
Four football players raise their helmets at the game.	The guys here know the rules of football.	entailment
Two young men in uniform involved in a basketball game.	There are two men playing basketball.	entailment
A young boy in a green swing rides through the air near a barn.	Young boy riding a swing.	entailment
Number 13 reaches out as he turns directions in an effort to deflect the anticipated path of the football during the game.	Someone is trying to take a bomb into space to save Earth.	contradiction
An older man riding a bike.	An elderly man is biking	entailment
A man wearing a yellow shirt is holding a bottle while walking with a crowd of people.	A man wears a red shirt holding a cat while walking through a crowd of zombies.	contradiction
A man sleeps on a stack of folding carts in a park.	A man sits on the park grass.	contradiction
Bikers participate in a two way street ride, with lanes separated by yellow cones.	Car drivers are racing.	contradiction
Lady in yellow turning corner of a sidewalk.	The lady is watching TV at home.	contradiction
A young boy is dressed in a blue helmet, sweater, jeans and sneakers looks like he is going to go zip lining.	A boy is ready to go zip lining through the forest of Bolivia.	neutral
A race car drives along a track in the rain	A car is driving on a track.	entailment
Two kids play hockey on a pond.	Two kids are playing on a frozen pond.	neutral
A lady dressed in black wearing a matching hat stands beside a tree and a body of water.	A lady wearing a bathing suit stands beside a tree and body of water.	contradiction
The man is standing next to a dog, while the dog jumps in the air.	The men is standing next to the dog while the dog is jumping.	neutral
The dog takes a leap on the beach to retrieve an unknown item.	A dog is fetching something.	entailment
woman in white walking on the street.	a woman in white walks outside	entailment
Football fans cheering for their team.	Fans go nuts for their team.	entailment
People walking up and down stairs.	The stairs have people walking on them.	entailment
Three men in an art gallery posing for the camera.	Paintings are nearby.	neutral
Three men climb a natural waterfall rock face.	Three men climb rocks in the summer.	neutral
One woman is being carried behind three people who are walking on path.	A woman is carrying three hikers down the path	contradiction
The lady is watching something she does not like.	The lady does not like what she sees.	entailment
A boy preparing to kick a ball, wearing a blue uniform.	A young boy prepares to play tennis, wearing a green uniform.	contradiction
Two children are playing with a soccer ball on grass.	A soccer ball is being played with by a couple kids.	entailment
An old woman in a cowboy hat smokes a cigarette.	The old lady is ten feet tall.	contradiction
A black dog is running through a swampy area with tall reeds.	The cat sits in a window.	contradiction
Many covered bicycle drivers lined up.	People on bikes form a line.	entailment
A man in a green kilt is relaxing on the sofa.	The man is celebrating his favorite sport teams victory by wearing a green kilt.	neutral
Two white dogs walking in the snow.	Two dogs in the snow	entailment
Two women dressed in animal prints are playing percussion instruments.	The women are playing instruments.	entailment
A man with a red shirt and white shorts is walking near a man with a white shirt and black pants down a busy street.	Two men are walking to work.	neutral
Two men are playing soccer.	The men are on the same team.	neutral
A little white and brown dog runs through brown grass.	A big black dog is catching a bone.	contradiction
Two women sitting at a table in a restaurant.	People sitting down	entailment
Cheerleaders have made three people pyramids.	Football players have made three people pyramids.	contradiction
A bird splashing in a puddle	The bird is playing with another bird.	neutral
A child is running away from a plastic pool and an adult on a rural setting.	A baby is asleep in a crib on the subway.	contradiction
A young boy with dark hair plays an acoustic guitar.	A child is holding an instrument.	entailment
Two people playing with a volleyball in a pool.	A man is feeding the birds.	contradiction
Two lab scientists look in a book to discover what is under the microscope.	two scientists are using a microscope to study blood cells	neutral
A man wearing all black with a cap on his head is spearing something on a wall.	Ther is a man wearing all black clothing.	entailment
A woman in a white shirt is sitting at a table in a nice restaurant.	the woman is sitted	entailment
A child plays with a water gun in a pool.	Child playing Cowboys and Indians in a pool with a water gun.	neutral
A man sits in front of his laptop.	A man is in a fist fight.	contradiction
A brown dog carries a multiple colored toy in the grass.	A dog is playing on concrete	contradiction
A man with black hair and glasses is talking into a microphone.	A man with white hair and glasses talks to himself in the mirror.	contradiction
A couple sitting together at a small circular table in an older looking rustic building.	There are two people near a building	entailment
The guy wearing sunglasses and a hat is singing into a microphone.	The guy is singing.	entailment
This picture depicts looking up at a rock climber.	A rock climber is being watched.	entailment
An aged woman is looking into the camera while the inside of her hut is shown.	A woman with long grey hair looks at the camera while the inside of her hut is shown.	neutral
A man wearing a colorful wetsuit, line surfs on a deep blue body of water.	The man in the colorful wetsuit is surfing outdoors.	entailment
A woman off her bike looking at the area.	woman dropped ring	neutral
Group of people outside in the city videotaping a show.	people are watching a football game at a stadium	contradiction
A man with a beard sleeps in a chair, computer banks behind him.	A man sleeps in front of computers.	entailment
A smiling man on a horse in front of brush and woods.	A man enjoys a day in the woods with his horse.	neutral
A man in jeans, a t-shirt, and a baseball cap is lying down on a wooden floor.	There is a man lying on the floor.	entailment
Two asian females go walking.	Two people are walking.	entailment
The lady is dressed in white.	A woman is dressed in her wedding gown.	neutral
A young girl is kicking a soccer ball in the grass.	A girl is playing soccer with a friend	neutral
A man covered with a red shirt and wearing sunglasses is relaxing on a porch with a newspaper.	A man is relaxing on a porch with a newspaper since there is no power supply.	neutral
Young men and women sit at a wooden table on which several partially-drunk beverages have been placed; the picture is interrupted by an outstretched hand, colored green in the odd light of the wood-paneled interior.	young men and women are sitting at a plastic table sober	contradiction
This is a young girl in the grass at a park posing for the camera.	An old woman is sitting indoors.	contradiction
Female basketball players competing to win.	The girls are playing hockey.	contradiction
A construction worker leaning against a post.	A construction worker is diligently hammering some nails.	contradiction
A small girl dressed in a white smock with pink balloons is holding a candle lantern.	The child is holding noting.	contradiction
Train operator on a stopped train.	A man is inspecting a train.	neutral
Two children smiling and sitting on grass.	Two children are playing tag in the park	contradiction
A baby girl looking at a black and white cat while holding a toy.	The cat watches the baby	neutral
A man in a blue shirt smiles at a baby he's carrying in a sling.	The man is wearing a shirt.	entailment
A man with parted hair and wearing glasses is seated outdoors on a bench where he is reading.	A man wearing glasses reads a book on an outdoor bench.	entailment
Two dogs run down the road.	The animals are running.	entailment
A young child wearing a bright orange shirt hiding behind a snow fort.	The young child is in the snow.	entailment
Young boy flying a toy airplane in an open field of hay.	The little boy was flying his toy airplane in the open field.	entailment
A little girl holding a camera.	The girl has a camera.	entailment
A young woman wearing a blue button shirt over a white shirt holds a microphone in her right hand.	A young woman holding something.	neutral
A older man holds an object and is looking at two young girls that sit across from him at a table that is outside.	A group rests at a table.	entailment
A man striking a pose as one man with a bike, and another man in the background watch.	A man is sleeping on the sidewalk while a man walks by.	contradiction
Two people sitting in hats and shades.	Two people are sitting naked.	contradiction
one male and one female playing instruments in the street.	The two people are inside a house.	contradiction
There are two teams competing in a women's volleyball game.	Many women are playing a volleyball match.	entailment
A surfboard is shown gliding through the water with a person standing on it.	A person in a wetsuit is surfing.	neutral
Three men in casual dress sitting on a stone wall with one more standing near.	There are five men in the group.	contradiction
Two boys throw bowling balls down lane.	Two boys are bowling with two girls.	neutral
A man in a wetsuit rides a surfboard on a wave with a bright sun and blue sky in the background.	The man is at the beach	neutral
Female sign holders take refuge under umbrellas during a rainstorm.	A group of people are singing.	contradiction
A girl in a mostly navy blue uniform is playing baseball.	A girl in mostly red is playing basketball.	contradiction
A group of men in safety suits are on a boat near a bridge.	The boat was sinking.	contradiction
A band is performing in front of an audience.	The people are playing music.	entailment
An Asian couple are getting married while four people spectate.	The couple is dressed in classic wedding attire.	neutral
A girl in a mostly navy blue uniform is playing baseball.	A girl in mostly navy blue is playing baseball.	entailment
Two people standing on stone stairs.	Some humans standing	entailment
One of the members of KISS playing a white electric guitar in front of a black background.	A musician with a well-known group is using their musical skills.	entailment
A man is helping someone put on a fancy robe.	A man is getting someone else ready for a performance.	neutral
A dog carries a large stick in its mouth over the grass.	An animal is carrying something outdoors.	entailment
A man in a dark shirt and glasses holds a microphone.	There is a male wearing glasses.	entailment
A soccer player numbered 24, wearing a yellow shirt, blue shorts, and blue socks, takes to the vibrant green field.	A soccer player is wearing the number 24	entailment
Dogs race each other on a muddy track.	The track is muddy	entailment
Two men hiking in the snowy wilderness.	its enjoyable activity	neutral
The girl in the white dress is paying her bill at the counter.	The woman wants to pay her bill quickly.	neutral
A ballerina in a black leotard leaps through the air.	A dancer jumps through the sky during a performance.	neutral
A man and his dog are grilling green beans on a grill.	A man is grilling with his dog beside him.	entailment
Six children are wearing burlap sacks and having a potato sack race.	Six children are sitting in a circle and listening to a story.	contradiction
Little boy runs the wrong way after hitting the ball in a game of tee ball.	A boy sits on the bench because he couldn't hit the ball.	contradiction
A man and a woman waiting to cross the road.	Two people crossing the road.	contradiction
1 man singing and 1 man playing a saxophone in a concert.	The 2 men are spending their week with a musical tour group.	neutral
Two men talk on the street.	Two men are smiling and talking as cars and trucks whiz by.	neutral
A little girl in a dress and boots is holding a lolly pop and posing next to a fence.	A little girl is posing near a fence.	entailment
Runners are photographed as onlookers watch and take pictures of a Run for Haiti.	People are participating in a running event for a good cause.	entailment
The two men calmly paddled the long boat in the sunset by the beach.	The woman is driving her car.	contradiction
A toddler being helped out of a pool.	The youngster has finished his swimming lesson.	neutral
A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.	The man is indoors in his bedroom.	contradiction
A child in blue and yellow clothing is clinging to playground equipment with an adult nearby.	There is no adult.	contradiction
A man wearing a cap peeling a banana.	The man is holding fruit.	entailment
A young woman stoops to feed a small dog on a brick-paved street.	A young woman feeds a homeless dog.	neutral
A little boy is crying on a playground and a little is riding a toy bike.	There are two children in this picture.	entailment
An Asian woman in an orange and white shirt working a line.	A woman in blue is yelling at people.	contradiction
A man is slightly jumping in the air while holding a tennis racket.	A man in the air with a tennis racket.	entailment
A young man in a yellow and orange bathing suit squatting on a rocky protuberance overlooking the water.	A man is kneeling down to feel how firm the ice on the lake is.	contradiction
Many people stand with their hands raised.	they are all sitting down	contradiction
A woman is waiting alone outside while a bird walks behind her.	There is a woman alone outside.	entailment
a blond girl in a white dress holding a bird in a tree.	A lady is wearing a dress holding a friendly bird	neutral
A yellow backhoe digging dirt and rocks in a field by a road.	A backhoe talking to a woman while  digging.	neutral
A toddler is riding a plastic scooter.	A child is playing on his toy.	entailment
People sitting on the street curb watching the passersby.	People are inside eating lunch	contradiction
An African american is looking at his phone.	An African American is sleeping.	contradiction
A man with a silver watch is pouring cream into a coffee.	The watch keeps perfect time.	neutral
A boy points.	The boy pointed.	entailment
Four bearded men sitting in a restaurant smile at the camera.	The men are sitting inside of a conference room.	contradiction
A little boy is smiling as he splashes in some water and sits inside a couple of red and blue floating devices.	A boy is playing with water.	entailment
Two female children are in a bath together.	the girls are scrubbing each other	neutral
the tennis player wearing white hits the tennis ball.	the player wearing white hits the tennis ball.	entailment
Pitcher in a baseball game wearing a white 34 uniform getting ready to throw the ball.	The pitcher playing baseball was ready to throw the ball.	entailment
A muscular man with a multicolored mohawk shows off his physique.	The man just finished a workout at the gym	neutral
A woman and two men wearing black jackets.	Two thieves wear black.	neutral
A little boy in blue is running through a pile of brown leaves.	boy playing in the fall	neutral
Man wearing a black and red striped shirt taking a photo next to a lion statue.	The man is posing next to a stone lion.	neutral
A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.	a man competes in a rope pulling contest	neutral
Three men on a scaffold erected outside a building.	The men are eating pizza at pizza hut.	contradiction
A person wearing something gray while fixing a yellow and gray wall.	Someone is working on a wall.	entailment
A man wearing a blue shirt and black pants is working on an unfinished tile roof of a building.	Santa Claus in his red suit prepares to go down a chimney.	contradiction
A child enjoys splashing water.	A child watches a movie.	contradiction
A woman with brown hair is being lifted from her brown seat after being dunked in the water, with people looking on.	A woman is participating in a dunk tank activity	entailment
A group of students dressed in sweatshirts and jackets head towards the right.	A kindergarten class is walking to recess.	neutral
An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.	A woman is carrying some fruit on a tray, surrounded by a display of fruit	entailment
A woman is completing a picture of a young woman.	There is a women making nice complements for no reason	neutral
A man in a blue jacket lifts a child dressed in red out boat crowded with people	A man lifts a child from the boat.	entailment
A man is making his girlfriend laugh by playing with his nose.	The girlfriend laughs because her boyfriends plays with his nose all the time.	neutral
Two asian women preparing food while a young man watches.	A young customer watches two women preparing fresh noodles for his order.	neutral
An army man uses his binoculars to see into the distance.	There is a man looking in the mirror	contradiction
The two friends are laughing and having a good time.	Two people are laughing.	entailment
A singer and her band are performing on stage in a club.	A band is performing on the surface of the sun.	contradiction
man wearing blue shirt and vest sewing gray piece of fabric	A man is sewing some fabric.	entailment
A child is enjoying the ducks on a fall day.	There is more than one duck.	entailment
The surfer does a flip off of a wave.	A person is skydiving.	contradiction
A medical team is performing a surgery.	the medical team is performing a sex change	neutral
The person on the bicycle is wearing red.	Person riding tricycle	contradiction
A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.	A man is poking a dead animal with a stick.	neutral
A cowboy is participating in the bull riding competition at a rodeo, with the two other people in the rodeo area with him, and three spectators.	a bull rides a cowboy while others wrestle at a campsite	contradiction
Women of African origin are colecting water at common water tap, near wire fence.	Blacks are getting water.	entailment
A little boy in a black shirt is leaning away from a water fountain.	A boy in a red shirt is leaning away from a water fountain.	contradiction
A man in a black t-shirt jogs as others go about their day.	the turkey is waiting for some juicy batches on mturkgrind	contradiction
A female athlete in crimson top and dark blue shorts is running on the street.	A woman is sitting on a white couch.	contradiction
Children being show how things work.	There are children in a factory being shown how things work.	neutral
"Only the letters ""AND"" are clearly visible as the little boy in the red shirt leans out the window below."	Every person in the frame is female.	contradiction
There is a group of people, and a mother putting hearing protection in her son's ears out in a field by and electrical tower.	A group of people holded name plates in their hands.	contradiction
A man and a woman walk through the street during a parade.	Two people are walking in the street.	entailment
A black and white dog looking up.	The dog is looking at the ball in the air.	neutral
a nice contested catch during an ultimate Frisbee game.	Two teams are playing a game of ultimate Frisbee.	entailment
A group of people are laying in the grass under an umbrella.	People laying in the grass in the rain.	neutral
Man in all white clothing washing the windows on the outside of a chinese restaurant.	The restaurant's windows are being cleaned.	entailment
A man wearing a camouflage hat and sunglasses reading a book on a black metal bench.	The man is reading a book on the bench.	entailment
Crowds of people walking down street, couple in foreground with umbrella.	A couple stands together under an umbrella.	entailment
A man in a white t-shirt is about to dunk a basketball through a net-less hoop.	A man is playing with a basketball.	entailment
A boy with a yellow shirt and light brown shorts is posing with a long dipping spoon in each hand.	The boy is wearing yelow	entailment
A young boy sitting on a blue toilet.	A child sitting on a toilet	entailment
Two women undressing and frolicking in the water.	The women are lovers.	neutral
man with apron sitting at a table outside a store and another man walking with a luggage.	A man in an apron sitting near another man.	entailment
The two hockey players are down on the ice.	The players are getting ready for a game.	neutral
A child getting out of the car wearing soccer shoes.	A child stepped out of the automobile with shoes on their feet.	entailment
A standing man holds a microphone in front of a man holding a guitar.	A man is holding a microphone with another man.	entailment
A man sitting on the left near a man walking along the side of a street with colorful buildings.	A tall human sitting	neutral
Five people are paddling a kayak in the ocean with the city behind them.	A group of friends are kayaking away from the city.	neutral
Two ladies are walking across the street laughing.	Two women are moving across the street.	entailment
Two children run through a sprinkler.	Children enjoying a sprinkler.	entailment
Solders in a marching parade standing still at attention.	The soldiers are sleeping.	contradiction
Several farmers bent over working on the fields while lady with a baby and four other children accompany them.	The lady has three children.	contradiction
Man working on a sculpture.	A man sits at a table drinking a beer.	contradiction
A man in a blue shirt is dancing with a female in a white dress.	The man and women are dancing.	entailment
Young people are standing in the store.	The people are looking for the exits.	neutral
Woman wearing a blue shirt holding some plants.	The woman is skydiving.	contradiction
Soccer player kneeling down to tie her shoe.	Basketball player kneeling down to tie her shoe.	contradiction
Young boy wearing waders standing on a dock fishing, other people are in the background.	A boy fishes on a dock as his dad looks on.	neutral
A woman holding a water bottle is running on the beach.	A woman running outdoors.	neutral
A vendor stands in his stall that is filled with candles.	the vendor is surfing the web at home.	contradiction
Asian man and blond woman holding hands outdoors, man in background watches.	Two people show affection while outdoors.	entailment
The cyclist makes another push to try and keep his position after slowly down to round a corner.	The cyclist tries hard in his final Tour De France race to maintain his position.	neutral
A person in a red and black outfit climbing the side of an icy mountain.	the person climbs the mountain	entailment
People painting each others arms bright colors.	There are people brightening up each others' arms with paint.	entailment
Men working in the ceiling of a subway station.	Men repairing a roof of the subway.	neutral
Three men in a small boat are being lowered toward the water.	Three men prepare for a fishing expedition.	neutral
A little girl is riding in a garbage container.	A child is playing with a garbage can.	entailment
A man being thrown into the air while being trampled by a bull.	Cindy was thrown out of the bar.	contradiction
Two men sitting down inside, one of them holding an instrument case.	MEN SITTING INSDE HOLDS AN INSTRUMENT	entailment
Four men in uniform are rowing down a river with people watching on the shore.	The four men are wearing uniforms.	entailment
An older man with a yellow blouse is reading something while he stands on stage.	A older man in a yellow blouse is reading a novel on a stage	neutral
A boy in a blue sweatshirt playing Frisbee with two black dogs.	a boy plays frisbee with two cats	contradiction
A man with sunglasses and earphones is on a city street holding an mp3 player in his hand.	The man is traveling on a street.	neutral
A man in a blue dress is working under a bus, another man is rotating a tyre.	A man wears a blue dress.	entailment
A man with long hair, a mustache, and a beard is holding a guitar and sitting in front of a USA flag.	A guitarist sits in front of an American flag.	entailment
Fisherman wearing a poncho and hat sitting at the edge of the water.	Two fishermen sit by the water.	contradiction
A group of opposing players are in the middle of a rugby game.	The first game of the rugby season.	neutral
A group of people, a wedding party including a bride and groom, are walking down a path lined by benches and surrounded by grass and trees.	A group of people are on a beach.	contradiction
A woman riding a scooter is in front of many other people riding scooters down the street.	A woman is riding a red scooter while leading many others on black scooters.	neutral
One man wearing a green t-shirt and white hard hat working on a house and hammering a nail onto a piece of wood.	The man is demolishing the house.	contradiction
A woman with dark hair working on some colorful fabric.	A sad woman with dark hair working on some colorful fabric.	neutral
A woman in a black dress is standing in the distance waiting.	The person is waiting for someone to meet her	neutral
A man kneeling on the street in front of a graffiti laden car and some poster boards with artwork on them.	A man is near graffiti.	entailment
A woman and child sit at a small table.	The woman is near the table.	entailment
a little girl holing flowers.	a girl is holding flowers	entailment
Two young children working together to operate a bicycle.	they are outside	neutral
Two young men play roller hockey on an indoor rink while a referee looks on near the goal net.	Two men compete to score the most shots in a roller hockey game	neutral
A worker suspended in the air.	A man is in the air.	entailment
A Man doing a high up jump on a bike with a cityscape behind him.	The man is doing tricks on his bike.	entailment
Two men are sitting on black leather chairs, and one of them is holding up a caffeine free Coca-Cola.	The two men that are sitting outside have chairs.	entailment
2 women are sitting and a man is standing while he eats.	The two women are wondering what the man is eating.	neutral
Six people are swimming in a natural body of water.	There are people in the water.	entailment
Chairs have been placed in front of a building.	Chairs in front of a building.	entailment
A brown dog is biting a white and tan dog on the snout.	The dogs are doing their own things.	contradiction
A black dog playfully bits another dog in a living room setting	Two dogs are in a living room playing with each other.	entailment
A little boy batting with a red helmet on.	a little school boy from California is batting	neutral
A man in silver car talking on cellphone and another man standing on sidewalk.	The man in the silver car is explaining the accident to his insurance agent.	neutral
A man bows his head in prayer with another, as a third looks on.	a man prays with another man	entailment
A young man preparing to rollerblade.	a man is preparing dinner	contradiction
People dressed in all white are looking at some shaved lambs.	People are shaving lambs.	neutral
Two girls with their arms holding a girl with a blue shirt and black belt around her upper body.	People holding a person	entailment
A group of people drinking and talking	Some people are outside running a marathon.	contradiction
A restaurant worker wearing an orange shirt putting ketchup and mustard on sandwich bread.	Everybody is washing dishes.	contradiction
A man wearing a black shirt, jeans and a cap is outside jumping in the air, causing the liquid in his cup to splash.	The cup is filled to the brim with pepsi.	neutral
A girl with brown hair sitting on a lawn chair.	A person is outside.	neutral
Man puts legs up in air while riding bike.	A man is putting his legs in the air.	entailment
Ride with a model biplane.	A model biplane is swimming in the lake.	contradiction
A man in a sweatshirt and jeans is riding a bicycle holding some long thin planks of wood	a man is riding a bike	entailment
Man with facial hair wearing red and white Palestinian style headscarf.	the man is from Palestinan	neutral
A child dressed as Spiderman ringing a doorbell.	The child is trick-or-treating.	neutral
A crowd of men and women wait to board a train at a train station.	A group of people are all riding the bus.	contradiction
Two small lacrosse players listen as they are instructed.	There is only a single person shown here.	contradiction
An Asian man, woman and child looking at food products in a display.	There is a man and woman dancing together in a large empty ballroom.	contradiction
The man dressed in black racing gear, is leaning into a sharp turn on his motorcycle.	The man dressed in black racing gear is on his motorcycle.	entailment
Two young children riding a bus, one is holding a bottle and the other is holding a can.	One of the children is drinking grape soda, the other is drinking dr. pepper.	neutral
Two men dressed in winter coats are standing outside in the snow in a picnic shelter, getting ready to eat.	Two men stand outside in winter	entailment
A small group of people sitting at a restaurant with a Guinness sign in the background.	A group of people asleep on the ground.	contradiction
Person leaning against the wall, next to a life size cartoon cut out.	A person leaning next too a cut out	entailment
A band is preparing to go on stage by warming up their routine.	People are backstage.	entailment
A boy looking through a microscope.	a boy is looking at dna in a microscope	neutral
A group of people rest near a hill and cliff.	A group of people are taking a break after hiking.	neutral
A woman scales a difficult rock face assisted by a rope.	a woman sun bathing	contradiction
A man in a green jacket skies down a steep slope on fresh snow.	The man is wearing goggles.	neutral
Two young women are playing baseball and one is in the midst of catching the ball while the other throws it to her.	All the sisters are playing baseball.	neutral
One man and one woman, with blue gloves on, putting something in a syringe into a cup of liquid.	A man and a woman put something into a cup.	neutral
A young lady wearing blue and black is running past an orange cone.	The young lady is walking calmly.	contradiction
Children play together in a recent flood.	There is more than one kid in playing.	entailment
A girl runs through sprinklers that shoot water out of the ground.	She is wearing a swimsuit.	neutral
Two men in white hard hats are working on a large object inside a chain-linked fence.	Two men are working in a construction zone.	neutral
Two young boys sitting in water and digging in the sand.	Two young boys are playing a game.	neutral
A black dog is chasing another black dog.	Nothing is chasing.	contradiction
A dog runs in the snow, a fence in the background.	Fido knows not to go near the electric fence.	neutral
Some motorcyclists make a jump in a dirt bike race.	People on motorcycles.	entailment
A man in a striped polo shirt stands on stage in front of a chalkboard while holding a microphone.	A person is on stage with a microphone next to a chalkboard.	entailment
A group of people are riding public transportation.	A group of people are gathered on a bus.	neutral
A kid is using a screwdriver on what looks to be a typewriter.	An old person dying.	contradiction
a woman wearing a purple dress with a blue backpack fixes her hair while wearing sunglasses	a woman going hiking	neutral
A group of older folks gather around a table looking off into the distance.	A group of people are sitting on a plane	contradiction
The blond man is dancing with a woman outside.	The man is outdoors.	entailment
Two young people serve food.	The young people are in a libray	contradiction
a young boy carrying a large soccer ball with a soccer feild in the background	A boy is holding a soccer ball.	entailment
Two scientists research biology in a lab.	Doctors are helping patients in the emergency room.	contradiction
Two women are doing dishes in their kitchen.	They are almost done with the dishes	neutral
Three young girls are walking together down the sidewalk.	People are on concrete	entailment
People gather at a vintage ice cream truck to receive traditional ice cream.	The people are enjoying a stroll through the park.	contradiction
A man dressed in orange speaks to a small outdoor crowd at a festival.	A clown performs for a crowd.	neutral
